Coluna;Região Natural
CNAE 2.0 Subclasse;Norte;Nordeste;Sudeste;Sul;Centro-Oeste
Fabricação de geradores de corrente contínua e alternada, peças e acessórios;140;2420;3457;3822;726
Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios;537;141;11948;9972;1518
Fabricação de motores elétricos, peças e acessórios;637;908;6504;8796;21
Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores;1089;188;953;170;10
Fabricação de baterias e acumuladores para veículos automotores;29;2327;3415;3431;178
Recondicionamento de baterias e acumuladores para veículos automotores;0;0;5;12;1
Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica;176;2308;17184;6447;844
Fabricação de material elétrico para instalações em circuito de consumo;276;139;4535;3456;331
Fabricação de fios, cabos e condutores elétricos isolados;2656;552;16546;5867;318
Fabricação de lâmpadas;0;290;159;123;0
Fabricação de luminárias e outros equipamentos de iluminação;135;657;6331;2373;99
Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios;709;2839;12622;16266;929
Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios;103;0;521;1257;55
Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios;23;7382;10184;4167;140
Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores;0;47;1489;98;0
Fabricação de equipamentos para sinalização e alarme;0;127;2699;606;23
Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente;2095;1404;17577;5968;912
Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários;14;897;4332;563;23
Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas;56;299;9958;3974;202
Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios;20;268;9607;6770;283
Fabricação de compressores para uso industrial, peças e acessórios;3;0;2040;7041;0
Fabricação de compressores para uso não-industrial, peças e acessórios;0;2;1794;4;0
Fabricação de rolamentos para fins industriais;0;0;837;47;2
Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos;179;17;7712;3152;12
Fabricação de fornos industriais, aparelhos e equipamentos não-elétricos para instalações térmicas, peças e acessórios;95;246;3038;356;31
Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios;9;52;1546;310;6
Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios;17;244;2641;2752;169
Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios;74;317;11255;8136;219
Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios;269;1619;10112;11716;376
Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial;249;0;428;72;13
Fabricação de aparelhos e equipamentos de ar condicionado para uso não-industrial;4045;27;807;1171;16
Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios;21;231;2638;1668;30
Fabricação de máquinas de escrever, calcular e outros equipamentos não-eletrônicos para escritório, peças e acessórios;20;0;147;187;0
Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios;1637;1101;37766;15376;345
Fabricação de tratores agrícolas, peças e acessórios;15;3;2075;4841;1
Fabricação de equipamentos para irrigação agrícola, peças e acessórios;1;276;3142;1130;63
Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação;120;807;35450;45466;3215
Fabricação de máquinas-ferramenta, peças e acessórios;103;456;9899;7828;237
Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios;0;595;7466;1012;0
Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo;1006;49;5298;268;169
Fabricação de tratores, peças e acessórios, exceto agrícolas;0;0;5756;1638;0
Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores;400;73;6158;1174;46
Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta;3;335;3585;3110;51
Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios;66;201;10725;8986;460
Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios;0;94;555;777;8
Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios;1;22;790;1783;3
Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios;229;11;1451;2414;0
Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios;0;121;1660;993;10
Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios;150;1158;28249;17264;831
Fabricação de automóveis, camionetas e utilitários;17;7357;50625;9527;8559
Fabricação de chassis com motor para automóveis, camionetas e utilitários;0;0;1147;4;13
Fabricação de motores para automóveis, camionetas e utilitários;0;5;4194;1341;0
Fabricação de caminhões e ônibus;0;22;21003;14125;0
Fabricação de motores para caminhões e ônibus;0;0;2689;0;0
Fabricação de cabines, carrocerias e reboques para caminhões;953;2813;19019;16561;1161
Fabricação de carrocerias para ônibus;0;0;4734;6534;0
Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus;52;351;3571;1916;667
Fabricação de peças e acessórios para o sistema motor de veículos automotores;564;65;26159;9826;107
Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores;656;849;5747;3834;71
Fabricação de peças e acessórios para o sistema de freios de veículos automotores;1017;703;9109;6242;5
Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores;24;254;12512;3949;15
Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;2787;5210;21146;11711;42
Fabricação de bancos e estofados para veículos automotores;3;1530;6656;910;82
Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente;871;6571;127950;24992;145
Recondicionamento e recuperação de motores para veículos automotores;815;2230;6582;2880;1944
Construção de embarcações de grande porte;3688;1864;17897;4102;5
Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte;1092;675;957;495;21
Construção de embarcações para esporte e lazer;238;1384;1064;2015;181
Fabricação de locomotivas, vagões e outros materiais rodantes;0;5;3043;0;3
Fabricação de peças e acessórios para veículos ferroviários;0;38;1000;89;0
Fabricação de aeronaves;0;2;18889;19;29
Fabricação de turbinas, motores e outros componentes e peças para aeronaves;0;0;3532;219;9
Fabricação de veículos militares de combate;0;0;229;0;0
Fabricação de motocicletas, peças e acessórios(Desativado);0;0;0;0;0
Fabricação de motocicletas;13711;305;268;6;0
Fabricação de peças e acessórios para motocicletas;5425;763;1878;1875;48
Fabricação de bicicletas e triciclos não-motorizados, peças e acessórios;1261;601;3867;3534;45
Fabricação de equipamentos de transporte não especificados anteriormente;4;65;1491;505;18
Fabricação de móveis com predominância de madeira;3813;18253;83261;91248;8495
Fabricação de móveis com predominância de metal;252;4927;18614;8824;1080
Fabricação de móveis de outros materiais, exceto madeira e metal;177;1505;3316;3158;245
Fabricação de colchões;2861;8388;9352;5212;2947
Lapidação de gemas;3;15;260;877;3
Fabricação de artefatos de joalheria e ourivesaria;1369;373;5224;2312;379
Cunhagem de moedas e medalhas;0;8;16;103;0
Fabricação de bijuterias e artefatos semelhantes;17;905;5288;1119;332
Fabricação de instrumentos musicais, peças e acessórios;0;24;1348;153;5
Fabricação de artefatos para pesca e esporte;113;269;3330;2081;366
Fabricação de jogos eletrônicos;0;0;114;0;0
Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação;0;12;63;17;11
Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação;20;31;118;272;73
Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente;59;359;9074;2346;1222
Fabricação de instrumentos não-eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório;398;253;11611;3504;340
Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório;3;26;949;748;127
Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda;26;220;1086;1408;101
Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda;0;357;3396;698;47
Fabricação de materiais para medicina e odontologia;85;538;18767;4677;1181
Serviços de prótese dentária;412;1469;7056;3074;1293
Fabricação de artigos ópticos;750;1858;7548;1662;518
Fabricação de artefatos de tecido não tecido para uso odonto-médico-hospitalar;0;0;0;0;0
Serviço de laboratório óptico;200;446;861;162;349
Fabricação de escovas, pincéis e vassouras;66;801;3189;4706;106
Fabricação de roupas de proteção e segurança e resistentes a fogo;1;60;408;201;12
Fabricação de equipamentos e acessórios para segurança pessoal e profissional;306;680;10116;5138;189
Fabricação de guarda-chuvas e similares;3;12;481;103;1
Fabricação de canetas, lápis e outros artigos para escritório;260;17;2698;385;22
Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos;498;2194;4257;3346;813
Fabricação de painéis e letreiros luminosos;199;780;2429;2441;673
Fabricação de aviamentos para costura;0;670;1472;1311;25
Fabricação de velas, inclusive decorativas;96;630;1059;400;154
Fabricação de produtos diversos não especificados anteriormente;204;1548;9091;3036;942
Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;1380;2350;8182;1394;1089
Manutenção e reparação de equipamentos transmissores de comunicação;0;0;0;0;0
Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle;403;923;7269;1634;533
Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação;347;1036;2176;493;346
Manutenção e reparação de equipamentos e instrumentos ópticos;8;16;235;38;1
Manutenção e reparação de geradores, transformadores e motores elétricos;795;2950;8320;2469;1460
Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos;1;76;204;41;1
Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente;261;1169;6285;1579;479
Manutenção e reparação de máquinas motrizes não-elétricas;131;309;1784;232;178
Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas;398;1169;3475;974;834
Manutenção e reparação de válvulas industriais;0;331;2268;196;34
Manutenção e reparação de compressores;47;184;895;322;188
Manutenção e reparação de equipamentos de transmissão para fins industriais;25;256;1716;470;574
Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas;126;611;785;415;61
Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;895;2689;5827;2441;1281
Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas;97;820;4173;1696;191
Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não-eletrônicos para escritório;3;19;181;9;34
Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente;2189;3430;19072;4009;1645
Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária;270;793;2810;2494;1917
Manutenção e reparação de tratores agrícolas;147;256;875;573;634
Manutenção e reparação de máquinas-ferramenta;413;452;4322;942;356
Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo;0;1249;4896;0;0
Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo;225;119;2561;75;229
Manutenção e reparação de tratores, exceto agrícolas;64;76;225;152;46
Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores;37;244;665;322;142
Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta;4;418;4319;912;70
Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo;143;451;1876;1512;528
Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados;14;141;267;337;130
Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos;6;24;2508;1714;9
Manutenção e reparação de máquinas e aparelhos para a indústria do plástico;29;57;469;105;3
Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente;1640;3225;20613;5955;1728
Manutenção e reparação de veículos ferroviários;0;387;1294;415;0
Manutenção e reparação de aeronaves, exceto a manutenção na pista;78;415;10097;584;1106
Manutenção de aeronaves na pista;4;6;2450;34;37
Manutenção e reparação de embarcações e estruturas flutuantes;482;385;18178;1544;14
Manutenção e reparação de embarcações para esporte e lazer;35;92;909;205;68
Manutenção e reparação de equipamentos e produtos não especificados anteriormente;1159;2589;8540;2660;999
Instalação de máquinas e equipamentos industriais;1271;4749;37442;13697;4806
Serviços de montagem de móveis de qualquer material;548;2982;8905;2337;1816
Instalação de outros equipamentos não especificados anteriormente;157;805;2409;700;407
Geração de energia elétrica (Desativado);0;2;0;0;0
Geração de energia elétrica;4832;7236;9965;6866;2891
Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica;16;24;795;155;76
Transmissão de energia elétrica;717;3450;11404;2407;804
Comércio atacadista de energia elétrica;28;381;3679;473;91
Distribuição de energia elétrica;7623;18022;29223;16276;8248
Produção de gás, processamento de gás natural;2;1598;1656;312;102
Distribuição de combustíveis gasosos por redes urbanas;201;71;1820;302;19
Produção e distribuição de vapor, água quente e ar condicionado;47;203;874;118;14
Captação, tratamento e distribuição de água;11622;29772;62248;23697;13410
Distribuição de água por caminhões;32;1270;2015;269;53
Gestão de redes de esgoto;93;2730;4297;830;929
Atividades relacionadas a esgoto, exceto a gestão de redes;433;5496;3392;2146;691
Coleta de resíduos não-perigosos;7188;44664;97246;23402;24099
Coleta de resíduos perigosos;1602;1576;5874;1823;950
Tratamento e disposição de resíduos não-perigosos;459;5579;8710;2505;624
Tratamento e disposição de resíduos perigosos;378;1561;4313;809;85
Recuperação de sucatas de alumínio;197;580;1472;658;684
Recuperação de materiais metálicos, exceto alumínio;826;1070;5125;1472;461
Recuperação de materiais plásticos;462;3085;7930;5254;747
Usinas de compostagem;47;133;542;540;199
Recuperação de materiais não especificados anteriormente;560;1256;6025;2402;3282
Descontaminação e outros serviços de gestão de resíduos;39;314;930;316;387
Incorporação de empreendimentos imobiliários;5043;43969;73757;29108;20442
Construção de edifícios;57528;285348;397453;155826;102380
Construção de rodovias e ferrovias;16638;37411;85521;23025;20814
Pintura para sinalização em pistas rodoviárias e aeroportos;184;1542;2585;2035;419
Construção de obras-de-arte especiais;4232;5535;12596;5491;1232
Obras de urbanização - ruas, praças e calçadas;3753;11917;40254;10146;5440
Construção de barragens e represas para geração de energia elétrica;175;1684;1371;1298;331
Construção de estações e redes de distribuição de energia elétrica;7133;23422;44845;12437;7694
Manutenção de redes de distribuição de energia elétrica;1957;6138;10035;3293;3020
Construção de estações e redes de telecomunicações;954;4347;17882;3915;3928
Manutenção de estações e redes de telecomunicações;2515;3367;21543;3632;1260
Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação;1889;20228;33870;7172;2493
Obras de irrigação;32;265;969;121;146
Construção de redes de transportes por dutos, exceto para água e esgoto;363;1734;1726;208;8
Obras portuárias, marítimas e fluviais;1252;1768;2441;1518;15
Montagem de estruturas metálicas;6009;6659;23034;12207;4221
Obras de montagem industrial;10125;17478;59767;5000;6809
Construção de instalações esportivas e recreativas;99;439;1554;229;117
Outras obras de engenharia civil não especificadas anteriormente;6201;22085;65744;9881;6944
Demolição de edifícios e outras estruturas;92;434;3227;280;68
Preparação de canteiro e limpeza de terreno;68;185;1094;465;380
Perfurações e sondagens;1355;2052;7889;807;1201
Obras de terraplenagem;9791;12499;39101;18322;10096
Serviços de preparação do terreno não especificados anteriormente;3937;848;4476;1720;552
Instalação e manutenção elétrica;15509;41869;130926;41750;20970
Instalações hidráulicas, sanitárias e de gás;995;3884;21304;5366;1078
Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração;4683;11895;43799;8837;8245
Instalações de sistema de prevenção contra incêndio;228;791;8720;1558;713
Instalação de painéis publicitários;176;841;3617;880;652
Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre;3;7;65;4;0
Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes, exceto de fabricação própria;444;2317;13074;3582;1680
Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos;309;2031;5815;1169;1218
Tratamentos térmicos, acústicos ou de vibração;147;632;2976;547;321
Outras obras de instalações em construções não especificadas anteriormente;586;2822;17540;3244;1114
Impermeabilização em obras de engenharia civil;84;1335;7833;2263;524
Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material;547;2674;10689;3611;1741
Obras de acabamento em gesso e estuque;327;2939;12219;3502;1650
Serviços de pintura de edifícios em geral;1036;5060;27816;13271;4774
Aplicação de revestimentos e de resinas em interiores e exteriores;173;1872;8874;4043;1689
Outras obras de acabamento da construção;519;7068;34736;10635;2727
Obras de fundações;759;3086;14523;3594;1423
Administração de obras;980;5493;29748;4224;2876
Montagem e desmontagem de andaimes e outras estruturas temporárias;1172;3104;10934;2140;1032
Obras de alvenaria;3971;10794;60049;30495;10775
Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras;1134;2230;13567;2587;1074
Perfuração e construção de poços de água;464;1376;2429;1219;523
Serviços especializados para construção não especificados anteriormente;1167;9791;35730;11097;5241
Comércio a varejo de automóveis, camionetas e utilitários novos;12590;34018;79522;36246;21031
Comércio a varejo de automóveis, camionetas e utilitários usados;1470;6059;16315;8927;3948
Comércio por atacado de automóveis, camionetas e utilitários novos e usados;86;617;3465;258;87
Comércio por atacado de caminhões novos e usados;1669;3991;11158;6495;3857
Comércio por atacado de reboques e semi-reboques novos e usados;84;108;1468;787;442
Comércio por atacado de ônibus e microônibus novos e usados;39;3;173;194;47
Representantes comerciais e agentes do comércio de veículos automotores;308;336;515;251;283
Comércio sob consignação de veículos automotores;190;664;1002;669;795
Serviços de manutenção e reparação mecânica de veículos automotores;7339;23780;68758;38687;20547
Serviços de lanternagem ou funilaria e pintura de veículos automotores;767;4245;13111;5899;2754
Serviços de manutenção e reparação elétrica de veículos automotores;954;1079;4396;3621;1815
Serviços de alinhamento e balanceamento de veículos automotores;635;2062;5905;2467;1930
Serviços de lavagem, lubrificação e polimento de veículos automotores;1148;5363;14956;5990;4026
Serviços de borracharia para veículos automotores;584;1036;4601;3398;1694
Serviços de instalação, manutenção e reparação de acessórios para veículos automotores;1007;4065;12320;3980;1942
Serviços de capotaria;73;420;454;225;142
Comércio por atacado de peças e acessórios novos para veículos automotores;6899;16837;49551;22059;15761
Comércio por atacado de pneumáticos e câmaras-de-ar;1056;2747;4269;3487;1095
Comércio a varejo de peças e acessórios novos para veículos automotores;21137;54265;155400;63498;40062
Comércio a varejo de peças e acessórios usados para veículos automotores;438;1519;5557;4582;1787
Comércio a varejo de pneumáticos e câmaras-de-ar;2599;6918;20063;10282;4570
Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores;170;338;354;236;157
Comércio por atacado de motocicletas e motonetas;505;198;829;246;196
Comércio por atacado de peças e acessórios para motocicletas e motonetas;1801;3882;2272;948;980
Comércio a varejo de motocicletas e motonetas novas;6309;18695;16208;5175;4336
Comércio a varejo de motocicletas e motonetas usadas;78;357;1124;435;339
Comércio a varejo de peças e acessórios para motocicletas e motonetas (Desativado);0;0;0;0;0
Comércio a varejo de peças e acessórios novos para motocicletas e motonetas;4193;12151;14651;4619;4381
Comércio a varejo de peças e acessórios usados para motocicletas e motonetas;9;71;120;57;32
Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios;43;181;65;24;27
Comércio sob consignação de motocicletas e motonetas;16;48;54;23;39
Manutenção e reparação de motocicletas e motonetas;502;1397;3112;1362;1021
Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos;332;416;1315;689;557
Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos;120;274;1035;536;331
Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens;488;1280;1772;984;556
Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves;416;692;1695;934;245
Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico;222;628;966;895;248
Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem;202;654;1233;648;242
Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo;1411;4911;3964;2231;904
Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria;191;397;1336;137;151
Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares;191;197;6085;90;127
Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações;30;21;34;29;20
Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente;534;573;3320;1195;590
Representantes comerciais e agentes do comércio de mercadorias em geral não especializado;2160;3813;11085;3634;1985
Comércio atacadista de café em grão;224;243;9897;246;13
Comércio atacadista de soja;1536;794;1571;10406;5864
Comércio atacadista de animais vivos;1062;214;1021;1387;220
Comércio atacadista de couros, lãs, peles e outros subprodutos não-comestíveis de origem animal;33;240;703;919;205
Comércio atacadista de algodão;11;147;294;6;459
Comércio atacadista de fumo em folha não beneficiado;3;0;0;789;0
Comércio atacadista de cacau;135;504;43;0;0
Comércio atacadista de sementes, flores, plantas e gramas;324;681;5644;3251;3140
Comércio atacadista de sisal;0;14;0;0;0
Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada;56;265;784;2304;561
Comércio atacadista de alimentos para animais;1245;3349;10239;3662;1684
Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;395;410;3714;18284;3692
Comércio atacadista de leite e laticínios;259;4409;14374;2932;1228
Comércio atacadista de cereais e leguminosas beneficiados;901;3212;6103;13319;4444
Comércio atacadista de farinhas, amidos e féculas;162;795;1250;816;251
Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada;888;1111;2322;1656;806
Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos;2739;11341;54465;13229;6378
Comércio atacadista de aves vivas e ovos;286;1402;2100;549;372
Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação;0;1;0;0;0
Comércio atacadista de carnes bovinas e suínas e derivados;2665;8456;17732;8428;2573
Comércio atacadista de aves abatidas e derivados;468;1605;1902;958;983
Comércio atacadista de pescados e frutos do mar;443;1476;2480;1542;630
Comércio atacadista de carnes e derivados de outros animais;27;180;216;199;136
Comércio atacadista de água mineral;549;1604;1376;398;470
Comércio atacadista de cerveja, chope e refrigerante;6216;24721;41833;12910;7102
Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada;460;1654;742;1078;117
Comércio atacadista de bebidas não especificadas anteriormente;600;2983;7151;2753;2221
Comércio atacadista de fumo beneficiado;11;222;186;453;44
Comércio atacadista de cigarros, cigarrilhas e charutos;145;422;2697;1084;413
Comércio atacadista de café torrado, moído e solúvel;31;186;963;272;77
Comércio atacadista de açúcar;415;243;706;186;56
Comércio atacadista de óleos e gorduras;43;129;520;150;50
Comércio atacadista de pães, bolos, biscoitos e similares;314;1412;9685;1854;937
Comércio atacadista de massas alimentícias;273;216;2364;850;104
Comércio atacadista de sorvetes;263;1577;3643;1032;660
Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes;993;1940;4095;1903;260
Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente;1689;4302;14592;7325;2162
Comércio atacadista de produtos alimentícios em geral;14364;45771;101689;33170;21001
Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada;619;1713;6375;1344;1685
Comércio atacadista de tecidos;247;3785;7115;1882;742
Comércio atacadista de artigos de cama, mesa e banho;403;473;1309;772;206
Comércio atacadista de artigos de armarinho;729;2676;4155;1418;456
Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança;668;3208;17428;7095;1667
Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho;1103;785;6271;2525;599
Comércio atacadista de calçados;677;1302;3327;741;310
Comércio atacadista de bolsas, malas e artigos de viagem;10;444;1819;346;76
Comércio atacadista de medicamentos e drogas de uso humano;6256;18123;43872;13575;9616
Comércio atacadista de medicamentos e drogas de uso veterinário;970;1438;4460;2147;606
Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios;2135;6941;30379;6778;3545
Comércio atacadista de próteses e artigos de ortopedia;174;342;1923;743;396
Comércio atacadista de produtos odontológicos;227;643;3640;2948;434
Comércio atacadista de cosméticos e produtos de perfumaria;4165;10194;38916;5578;6778
Comércio atacadista de produtos de higiene pessoal;368;4804;15241;517;1182
Comércio atacadista de artigos de escritório e de papelaria;1158;2707;9239;2230;745
Comércio atacadista de livros, jornais e outras publicações;113;988;3782;1430;135
Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico;643;1900;3007;1892;668
Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico;140;1219;4470;2453;630
Comércio atacadista de bicicletas, triciclos e outros veículos recreativos;44;450;902;435;67
Comércio atacadista de móveis e artigos de colchoaria;414;3248;2958;1377;552
Comércio atacadista de artigos de tapeçaria, persianas e cortinas;19;46;1304;336;74
Comércio atacadista de lustres, luminárias e abajures;2;65;1113;996;57
Comércio atacadista de filmes, CDs, DVDs, fitas e discos;9;9;157;13;24
Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar;1282;5282;9868;2066;1634
Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada;530;940;870;841;200
Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas;125;507;4914;726;275
Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente;892;5020;21403;6566;1323
Comércio atacadista de equipamentos de informática;397;2357;14836;2702;751
Comércio atacadista de suprimentos para informática;28;693;933;421;155
Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;437;1582;10741;2393;666
Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário, partes e peças;3696;4420;16554;14976;12729
Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção, partes e peças;2955;1778;8655;1355;1526
Comércio atacadista de máquinas e equipamentos para uso industrial, partes e peças;860;3494;33454;11438;1178
Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar, partes e peças;221;972;8005;1498;571
Comércio atacadista de máquinas e equipamentos para uso comercial, partes e peças;591;1465;6237;2580;874
Comércio atacadista de bombas e compressores, partes e peças;69;363;2217;554;342
Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente, partes e peças;704;2563;23199;5474;2859
Comércio atacadista de madeira e produtos derivados;1707;1863;5791;7475;1546
Comércio atacadista de ferragens e ferramentas;1364;8784;19023;9234;2630
Comércio atacadista de material elétrico;921;5196;11557;4097;2014
Comércio atacadista de cimento;645;881;2520;491;266
Comércio atacadista de tintas, vernizes e similares;264;380;2935;1164;751
Comércio atacadista de mármores e granitos;170;623;5048;810;367
Comércio atacadista de vidros, espelhos e vitrais;180;829;2179;815;674
Comércio atacadista especializado de materiais de construção não especificados anteriormente;871;2112;6660;2128;812
Comércio atacadista de materiais de construção em geral;5333;17422;15041;4585;4562
Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador re;1634;3221;8395;2883;1581
Comércio atacadista de combustíveis realizado por transportador retalhista (TRR);626;964;3363;2603;1808
Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante;54;82;1022;488;334
Comércio atacadista de combustíveis de origem mineral em bruto;0;19;38;50;28
Comércio atacadista de lubrificantes;849;1484;3949;1971;1016
Comércio atacadista de gás liqüefeito de petróleo (GLP);1711;3497;9521;3511;1593
Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2453;4598;21309;16487;10215
Comércio atacadista de resinas e elastômeros;6;261;1522;518;86
Comércio atacadista de solventes;1;1;55;46;0
