"Município";"Abacate";"Abacaxi*";"Açaí";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Alho";"Amendoim (em casca)";"Arroz (em casca)";"Aveia (em grão)";"Azeitona";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Cana-de-açúcar";"Cana para forragem";"Caqui";"Castanha de caju";"Cebola";"Centeio (em grão)";"Cevada (em grão)";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Ervilha (em grão)";"Fava (em grão)";"Feijão (em grão)";"Figo";"Fumo (em folha)";"Girassol (em grão)";"Goiaba";"Guaraná (semente)";"Juta (fibra)";"Laranja";"Limão";"Linho (semente)";"Maçã";"Malva (fibra)";"Mamão";"Mamona (baga)";"Mandioca";"Manga";"Maracujá";"Marmelo";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Rami (fibra)";"Sisal ou agave (fibra)";"Soja (em grão)";"Sorgo (em grão)";"Tangerina";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Campo Maior (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"16";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"44";"-";"-";"-";"-";"30";"-";"-";"-";"-";"495";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"57";"12";"-";"-";"2165";"-";"159";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Canavieira (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"54";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"8";"560";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"165";"-";"-";"-";"-";"-";"132";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Canto do Buriti (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"2";"-";"-";"120";"-";"-";"-";"...";"-";"-";"-";"-";"...";"180";"...";"-";"234";"-";"-";"-";"-";"25";"-";"-";"-";"-";"1155";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"60";"-";"-";"-";"222";"33324";"196";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Capitão de Campos (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"80";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"183";"...";"-";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"857";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"35";"-";"-";"-";"-";"178";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Capitão Gervásio Oliveira (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Caracol (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"8";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"112";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"34";"55";"-";"-";"-";"-";"-";"38";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Caraúbas do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"140";"-";"-";"23";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"46";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"648";"-";"-";"-";"-";"-";"41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Caridade do Piauí (PI)";"-";"-";"...";"...";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"186";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"36";"-";"-";"-";"-";"-";"165";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"312";"-";"-";"-";"-";"-"
"Castelo do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"1235";"...";"-";"41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"264";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8";"-";"30";"-";"61";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"270"
"Caxingó (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"1411";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"318";"-";"-";"-";"150";"-";"29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cocal (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"48";"-";"-";"-";"...";"-";"-";"-";"-";"...";"45";"...";"-";"330";"-";"-";"-";"-";"36";"-";"-";"-";"5";"693";"-";"-";"-";"-";"-";"-";"24";"-";"-";"-";"-";"-";"-";"5232";"60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cocal de Telha (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"170";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cocal dos Alves (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"257";"-";"-";"-";"-";"-";"-";"-";"-";"-";"201";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1296";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Coivaras (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"14";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"16";"...";"-";"52";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8";"67";"-";"-";"120";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Colônia do Gurguéia (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"1";"-";"-";"22";"-";"-";"-";"...";"-";"-";"-";"-";"...";"20";"...";"-";"67";"-";"-";"-";"-";"-";"-";"-";"-";"-";"289";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30";"-";"-";"-";"420";"-";"43";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Colônia do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"517";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"720";"-";"219";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Conceição do Canindé (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"61";"-";"-";"-";"94";"-";"-";"-";"-";"-";"-";"-";"40";"-";"-";"-";"-";"-";"180";"20";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"832";"-";"-";"-";"-";"-"
"Coronel José Dias (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Corrente (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"30";"-";"-";"78";"-";"-";"-";"...";"-";"-";"-";"-";"...";"56";"...";"-";"8";"-";"-";"-";"-";"14";"-";"-";"-";"-";"6738";"-";"-";"-";"-";"-";"-";"32";"-";"-";"-";"-";"-";"-";"282";"34";"-";"-";"-";"-";"1267";"-";"-";"-";"-";"-";"-";"-";"9611";"-";"-";"135";"-";"-";"-";"-";"-"
"Cristalândia do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"256";"-";"-";"21";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2394";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"107";"-";"-";"-";"-";"-";"336";"-";"-";"-";"-";"-";"-";"-";"454";"-";"-";"-";"-";"-";"-";"-";"-"
"Cristino Castro (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"2";"-";"-";"36";"-";"-";"-";"...";"-";"-";"-";"-";"...";"75";"...";"-";"105";"-";"-";"-";"-";"24";"-";"-";"-";"42";"268";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"162";"-";"-";"-";"-";"-";"63";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Curimatá (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"252";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"119";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Currais (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"1663";"-";"-";"54";"-";"-";"-";"...";"-";"-";"-";"-";"...";"80";"...";"-";"24";"-";"-";"-";"-";"18";"-";"-";"-";"24";"5868";"-";"-";"-";"-";"-";"-";"20";"-";"-";"-";"-";"-";"-";"30";"-";"-";"-";"30";"-";"5676";"-";"-";"-";"-";"-";"-";"-";"22933";"-";"-";"-";"-";"-";"-";"-";"-"
"Curralinhos (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"19";"-";"-";"57";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"5";"39";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"68";"23";"-";"-";"38";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Curral Novo do Piauí (PI)";"-";"-";"...";"...";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"96";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"996";"-";"-";"-";"-";"-";"35";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Demerval Lobão (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"40";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"15";"...";"-";"10";"-";"-";"-";"-";"48";"-";"-";"-";"-";"159";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30";"29";"-";"-";"225";"-";"270";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Dirceu Arcoverde (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Dom Expedito Lopes (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"2";"-";"-";"-";"5";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"242";"-";"-";"-";"-";"8";"-";"-";"-";"-";"406";"-";"-";"-";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"130";"63";"-";"-";"66";"-";"34";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"120";"-";"-";"-";"-";"-"
"Domingos Mourão (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"8";"-";"-";"-";"-";"12";"-";"-";"-";"-";"193";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Dom Inocêncio (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Elesbão Veloso (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"174";"-";"-";"36";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"43";"-";"-";"-";"-";"-";"-";"-";"-";"-";"67";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"117";"-";"-";"-";"-";"-";"246";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Eliseu Martins (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"20";"-";"-";"58";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"106";"-";"-";"-";"-";"-";"-";"-";"-";"-";"113";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"120";"-";"-";"-";"14";"-";"102";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Esperantina (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"312";"-";"-";"145";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"71";"-";"-";"-";"-";"-";"-";"-";"-";"9";"132";"-";"-";"-";"-";"-";"-";"90";"-";"-";"-";"-";"-";"-";"288";"68";"-";"-";"-";"-";"251";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Fartura do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Flores do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"6";"-";"-";"45";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"468";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15";"-";"-";"-";"-";"-";"324";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Floresta do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"82";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Floriano (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"223";"-";"-";"42";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"290";"-";"-";"-";"-";"600";"-";"-";"-";"-";"1302";"-";"-";"-";"-";"-";"-";"13";"-";"-";"-";"-";"-";"-";"417";"21";"-";"-";"75";"-";"419";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"150";"-";"-";"-";"-";"-"
"Francinópolis (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"144";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"9";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"20";"7";"-";"-";"50";"-";"167";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Francisco Ayres (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"432";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"8";"182";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"210";"-";"-";"-";"-";"-";"403";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Francisco Macedo (PI)";"-";"-";"...";"...";"-";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Francisco Santos (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"12";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"800";"-";"-";"-";"-";"-";"-";"-";"-";"-";"56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Fronteiras (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Geminiano (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"6";"-";"-";"42";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"69";"-";"-";"-";"-";"85";"-";"-";"-";"-";"143";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"450";"50";"-";"-";"337";"-";"43";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"120";"-";"-";"-";"-";"-"
"Gilbués (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"2578";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"10";"2142";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"123";"-";"-";"-";"-";"-";"5661";"-";"-";"-";"-";"-";"-";"-";"34130";"-";"-";"-";"-";"-";"-";"-";"-"
"Guadalupe (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"134";"-";"-";"22230";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"60";"-";"-";"-";"-";"165";"-";"-";"-";"2280";"-";"-";"-";"-";"-";"-";"-";"-";"-";"71";"-";"459";"-";"360";"-";"482";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Guaribas (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"11";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"179";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"26";"-";"-";"-";"-";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Hugo Napoleão (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"97";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"35";"-";"-";"-";"-";"15";"-";"-";"-";"9";"53";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"227";"-";"-";"-";"-";"-";"149";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ilha Grande (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"1380";"-";"-";"42";"-";"-";"-";"...";"-";"-";"-";"-";"...";"154";"...";"-";"4";"-";"-";"-";"-";"43";"-";"-";"-";"-";"55";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"53";"46";"-";"-";"-";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Inhuma (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"9";"-";"-";"156";"-";"-";"-";"...";"-";"-";"-";"-";"...";"864";"...";"-";"575";"-";"-";"-";"-";"40";"-";"-";"-";"-";"851";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1170";"50";"83";"-";"240";"-";"107";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"240";"-";"-";"-";"-";"-"
"Ipiranga do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"6";"-";"-";"125";"-";"-";"-";"...";"-";"-";"-";"-";"...";"432";"...";"-";"108";"-";"-";"-";"-";"19";"-";"-";"-";"-";"79";"-";"-";"-";"-";"-";"-";"38";"-";"-";"-";"-";"-";"-";"101";"108";"-";"-";"190";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"696";"-";"-";"-";"-";"-"
"Isaías Coelho (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"11";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"363";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Itainópolis (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"147";"101";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"106";"20";"-";"-";"-";"30";"-";"-";"-";"-";"173";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"112";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Itaueira (PI)";"-";"-";"...";"...";"-";"-";"-";"27";"70";"-";"-";"72";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"65";"-";"-";"-";"-";"30";"-";"-";"-";"-";"468";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"135";"14";"-";"-";"23";"-";"2376";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Jacobina do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"123";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"82";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Jaicós (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"573";"-";"-";"-";"-";"14";"-";"-";"-";"-";"74";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"29";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Jardim do Mulato (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"125";"-";"-";"35";"-";"-";"-";"...";"-";"-";"-";"-";"...";"18";"...";"-";"54";"-";"-";"-";"-";"-";"-";"-";"-";"18";"88";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"88";"-";"-";"-";"-";"-";"100";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Jatobá do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"18";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"159";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7";"-";"-";"-";"2249";"-";"30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Jerumenha (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"22";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"34";"-";"-";"-";"-";"70";"-";"-";"-";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"36";"-";"-";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
