Coluna;Região Natural
CNAE 2.0 Subclasse;Norte;Nordeste;Sudeste;Sul;Centro-Oeste
Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios;404;200;13474;6010;694
Fabricação de motores elétricos, peças e acessórios;949;216;5333;10283;31
Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores;1264;446;920;31;1
Fabricação de baterias e acumuladores para veículos automotores;4;1477;4863;2872;13
Recondicionamento de baterias e acumuladores para veículos automotores;9;2;45;23;59
Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica;122;939;16208;9087;409
Fabricação de material elétrico para instalações em circuito de consumo;562;123;6812;2933;86
Fabricação de fios, cabos e condutores elétricos isolados;2119;748;19122;7060;410
Fabricação de lâmpadas;0;22;1471;45;23
Fabricação de luminárias e outros equipamentos de iluminação;69;799;8655;2594;73
Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios;0;438;15769;17868;1706
Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios;2070;40;451;279;42
Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios;49;4327;11660;2486;62
Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores;21;233;2113;62;0
Fabricação de equipamentos para sinalização e alarme;912;173;3343;875;311
Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente;372;1426;16882;6574;403
Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários;152;203;4934;1013;8
Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas;38;312;8318;2867;225
Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios;26;571;12930;4640;427
Fabricação de compressores para uso industrial, peças e acessórios;0;0;1811;7869;1
Fabricação de compressores para uso não-industrial, peças e acessórios;1;0;3253;5;0
Fabricação de rolamentos para fins industriais;0;1;2057;248;0
Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos;152;50;6915;1921;69
Fabricação de fornos industriais, aparelhos e equipamentos não-elétricos para instalações térmicas, peças e acessórios;63;578;3525;817;34
Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios;0;70;1267;307;5
Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios;73;524;3220;2327;346
Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios;538;292;13113;7084;124
Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios;501;1552;10134;9505;575
Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial;373;15;589;466;41
Fabricação de aparelhos e equipamentos de ar condicionado para uso não-industrial;2235;24;1844;961;35
Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios;175;31;2264;980;44
Fabricação de máquinas de escrever, calcular e outros equipamentos não-eletrônicos para escritório, peças e acessórios;50;12;203;267;1
Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios;1044;2228;46617;15915;880
Fabricação de tratores agrícolas, peças e acessórios;44;4;2657;5431;22
Fabricação de equipamentos para irrigação agrícola, peças e acessórios;2;374;1610;463;69
Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação;31;906;29508;39289;2546
Fabricação de máquinas-ferramenta, peças e acessórios;61;411;13004;6134;314
Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios;0;283;5883;2075;0
Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo;26;112;4035;445;87
Fabricação de tratores, peças e acessórios, exceto agrícolas;120;0;7377;1152;9
Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores;10;54;6139;1444;102
Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta;2;328;4946;3570;42
Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios;18;589;10241;7757;568
Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios;4;173;1265;1283;23
Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios;4;53;1129;2335;1
Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios;0;50;1710;1484;116
Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios;0;64;1467;563;18
Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios;527;2985;42060;15229;418
Fabricação de automóveis, camionetas e utilitários;128;6011;69917;14614;4793
Fabricação de chassis com motor para automóveis, camionetas e utilitários;0;0;802;0;33
Fabricação de motores para automóveis, camionetas e utilitários;0;0;4552;840;0
Fabricação de caminhões e ônibus;0;20;18456;7126;107
Fabricação de motores para caminhões e ônibus;0;4;3623;0;0
Fabricação de cabines, carrocerias e reboques para caminhões;627;2659;14374;17834;1072
Fabricação de carrocerias para ônibus;0;15;7216;13338;0
Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus;114;767;4762;1420;814
Fabricação de peças e acessórios para o sistema motor de veículos automotores;599;336;33272;9405;35
Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores;572;956;9151;4368;1
Fabricação de peças e acessórios para o sistema de freios de veículos automotores;751;694;10486;5022;14
Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores;0;364;15833;3525;30
Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;1516;1741;25368;7455;40
Fabricação de bancos e estofados para veículos automotores;9;532;7670;2077;34
Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente;1421;3091;150690;28838;268
Recondicionamento e recuperação de motores para veículos automotores;619;1413;4990;2059;1081
Construção de embarcações de grande porte;607;11309;23739;10982;1
Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte;1946;785;2616;867;40
Construção de embarcações para esporte e lazer;205;384;1582;1708;150
Fabricação de locomotivas, vagões e outros materiais rodantes;2;276;4753;20;0
Fabricação de peças e acessórios para veículos ferroviários;0;43;1717;115;0
Fabricação de aeronaves;0;77;17668;41;16
Fabricação de turbinas, motores e outros componentes e peças para aeronaves;0;0;2744;5;5
Fabricação de veículos militares de combate;0;0;0;0;0
Fabricação de motocicletas, peças e acessórios(Desativado);0;0;0;0;0
Fabricação de motocicletas;11302;42;546;783;0
Fabricação de peças e acessórios para motocicletas;1520;145;597;997;0
Fabricação de bicicletas e triciclos não-motorizados, peças e acessórios;1310;1364;4246;1860;89
Fabricação de equipamentos de transporte não especificados anteriormente;1680;157;2645;1274;105
Fabricação de móveis com predominância de madeira;2754;16940;85815;92639;9060
Fabricação de móveis com predominância de metal;340;4736;20618;11872;1954
Fabricação de móveis de outros materiais, exceto madeira e metal;336;2366;3595;3881;498
Fabricação de colchões;1774;5866;10725;6220;2330
Lapidação de gemas;46;24;429;567;5
Fabricação de artefatos de joalheria e ourivesaria;344;640;7369;3350;307
Cunhagem de moedas e medalhas;0;0;50;71;0
Fabricação de bijuterias e artefatos semelhantes;10;729;6285;914;457
Fabricação de instrumentos musicais, peças e acessórios;0;50;1678;275;11
Fabricação de artefatos para pesca e esporte;118;238;2300;1372;197
Fabricação de jogos eletrônicos;21;8;152;14;0
Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação;53;18;49;8;3
Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação;58;79;156;320;128
Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente;594;281;11283;1705;416
Fabricação de instrumentos não-eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório;241;258;8604;2665;135
Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório;6;4;883;182;92
Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda;9;297;1547;726;83
Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda;3;30;2033;363;27
Fabricação de materiais para medicina e odontologia;123;771;14835;3964;803
Serviços de prótese dentária;219;984;4731;1501;680
Fabricação de artigos ópticos;717;768;6006;1079;425
Fabricação de artefatos de tecido não tecido para uso odonto-médico-hospitalar;0;0;0;0;0
Serviço de laboratório óptico;8;71;3;0;0
Fabricação de escovas, pincéis e vassouras;98;512;3054;3967;146
Fabricação de roupas de proteção e segurança e resistentes a fogo;0;61;149;82;0
Fabricação de equipamentos e acessórios para segurança pessoal e profissional;484;782;8759;3282;176
Fabricação de guarda-chuvas e similares;0;3;217;51;0
Fabricação de canetas, lápis e outros artigos para escritório;203;57;3246;534;53
Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos;286;1024;2494;2244;580
Fabricação de painéis e letreiros luminosos;152;502;2083;1482;375
Fabricação de aviamentos para costura;1;1134;1823;1714;28
Fabricação de velas, inclusive decorativas;0;181;73;1;1
Fabricação de produtos diversos não especificados anteriormente;274;1205;10431;3075;781
Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;438;1375;3837;877;380
Manutenção e reparação de equipamentos transmissores de comunicação;0;0;0;0;0
Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle;382;854;3180;1720;256
Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação;56;494;778;217;142
Manutenção e reparação de equipamentos e instrumentos ópticos;9;59;141;11;19
Manutenção e reparação de geradores, transformadores e motores elétricos;261;1458;5035;977;504
Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos;1;7;102;19;6
Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente;111;955;3866;561;165
Manutenção e reparação de máquinas motrizes não-elétricas;192;307;1402;652;18
Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas;210;359;1828;269;240
Manutenção e reparação de válvulas industriais;58;201;847;203;0
Manutenção e reparação de compressores;23;110;486;180;30
Manutenção e reparação de equipamentos de transmissão para fins industriais;34;233;547;248;62
Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas;63;75;534;61;82
Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;425;1300;4810;1034;490
Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas;121;731;2480;825;291
Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não-eletrônicos para escritório;16;291;902;266;130
Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente;261;3249;11192;3727;509
Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária;132;227;1406;1034;952
Manutenção e reparação de tratores agrícolas;224;145;555;275;221
Manutenção e reparação de máquinas-ferramenta;186;219;1922;358;265
Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo;0;499;3092;31;0
Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo;84;107;358;13;129
Manutenção e reparação de tratores, exceto agrícolas;45;50;139;95;20
Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores;56;69;410;229;25
Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta;20;183;3437;490;65
Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo;0;127;669;607;89
Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados;0;161;201;174;7
Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos;0;0;940;702;1
Manutenção e reparação de máquinas e aparelhos para a indústria do plástico;95;132;255;139;552
Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente;44;1357;13697;1748;614
Manutenção e reparação de veículos ferroviários;3;240;1587;356;2
Manutenção e reparação de aeronaves, exceto a manutenção na pista;24;57;4403;1484;543
Manutenção de aeronaves na pista;8;3;358;56;9
Manutenção e reparação de embarcações e estruturas flutuantes;701;738;7858;852;18
Manutenção e reparação de embarcações para esporte e lazer;8;41;723;145;37
Manutenção e reparação de equipamentos e produtos não especificados anteriormente;303;667;3468;1362;384
Instalação de máquinas e equipamentos industriais;1131;1720;18608;4663;1113
Serviços de montagem de móveis de qualquer material;365;1964;6051;1867;1008
Instalação de outros equipamentos não especificados anteriormente;21;993;1767;538;122
Geração de energia elétrica (Desativado);0;0;0;0;0
Geração de energia elétrica;3675;6634;12881;7043;2135
Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica;0;13;55;0;8
Transmissão de energia elétrica;1595;1846;3402;2617;1953
Comércio atacadista de energia elétrica;6;90;1041;140;40
Distribuição de energia elétrica;6899;12737;32226;18902;6253
Produção de gás, processamento de gás natural;1;732;1903;275;69
Distribuição de combustíveis gasosos por redes urbanas;106;101;440;200;28
Produção e distribuição de vapor, água quente e ar condicionado;3;729;268;11;5
Captação, tratamento e distribuição de água;6643;25621;63899;22177;10838
Distribuição de água por caminhões;35;460;976;16;76
Gestão de redes de esgoto;11;747;2165;473;14
Atividades relacionadas a esgoto, exceto a gestão de redes;1704;3171;10961;2142;1831
Coleta de resíduos não-perigosos;4259;30412;64654;19218;7125
Coleta de resíduos perigosos;199;663;2015;1664;245
Tratamento e disposição de resíduos não-perigosos;123;727;25824;814;233
Tratamento e disposição de resíduos perigosos;344;886;2552;751;166
Recuperação de sucatas de alumínio;71;276;845;378;405
Recuperação de materiais metálicos, exceto alumínio;507;523;5462;1603;552
Recuperação de materiais plásticos;271;1583;4050;3138;598
Usinas de compostagem;0;84;354;267;15
Recuperação de materiais não especificados anteriormente;578;1810;4677;2671;3294
Descontaminação e outros serviços de gestão de resíduos;426;61;837;292;5
Incorporação de empreendimentos imobiliários;11762;50681;78883;35259;25011
Construção de edifícios;73605;343512;455711;176706;100522
Construção de rodovias e ferrovias;17909;35010;107357;27715;23132
Pintura para sinalização em pistas rodoviárias e aeroportos;126;445;3105;1058;205
Construção de obras-de-arte especiais;5879;23356;50809;7654;8067
Obras de urbanização - ruas, praças e calçadas;803;7349;30781;6339;3284
Construção de barragens e represas para geração de energia elétrica;38829;1388;2171;2444;648
Construção de estações e redes de distribuição de energia elétrica;5538;14591;21119;8012;8410
Manutenção de redes de distribuição de energia elétrica;1092;1560;6708;1491;1796
Construção de estações e redes de telecomunicações;3079;8533;24570;7712;5702
Manutenção de estações e redes de telecomunicações;192;1326;13901;533;382
Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação;342;6375;15291;4596;3629
Obras de irrigação;22;809;904;15;43
Construção de redes de transportes por dutos, exceto para água e esgoto;57;853;3172;209;222
Obras portuárias, marítimas e fluviais;90;6020;4244;394;25
Montagem de estruturas metálicas;3417;10463;30028;7696;2397
Obras de montagem industrial;8360;11829;64285;7964;1179
Construção de instalações esportivas e recreativas;180;6098;4499;1240;2017
Outras obras de engenharia civil não especificadas anteriormente;6075;54719;110733;11420;21251
Demolição de edifícios e outras estruturas;74;536;3349;304;88
Preparação de canteiro e limpeza de terreno;103;304;1009;869;106
Perfurações e sondagens;1170;1210;6656;623;256
Obras de terraplenagem;9290;12238;36203;13169;8749
Serviços de preparação do terreno não especificados anteriormente;162;932;3816;1156;1341
Instalação e manutenção elétrica;7833;26403;83023;21890;8826
Instalações hidráulicas, sanitárias e de gás;299;3254;18375;4837;1242
Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração;2314;7235;28327;4485;2582
Instalações de sistema de prevenção contra incêndio;359;284;4253;463;121
Instalação de painéis publicitários;97;580;1981;504;341
Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre;0;1;100;4;10
Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes, exceto de fabricação própria;178;1507;8518;1554;866
Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos;156;1498;3129;682;884
Tratamentos térmicos, acústicos ou de vibração;25;595;2143;360;76
Outras obras de instalações em construções não especificadas anteriormente;1411;4867;27696;3372;1893
Impermeabilização em obras de engenharia civil;207;1666;7664;1412;651
Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material;591;2069;9253;1808;1026
Obras de acabamento em gesso e estuque;667;3196;8854;2069;1381
Serviços de pintura de edifícios em geral;771;6172;28682;10703;4025
Aplicação de revestimentos e de resinas em interiores e exteriores;327;1351;7532;1704;1021
Outras obras de acabamento da construção;1305;6653;52141;10078;4864
Obras de fundações;1297;4629;23177;4565;2223
Administração de obras;446;3231;11883;1547;1610
Montagem e desmontagem de andaimes e outras estruturas temporárias;993;2230;6275;922;407
Obras de alvenaria;6343;6251;38257;18788;5623
Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras;854;3078;8226;1110;819
Perfuração e construção de poços de água;280;1828;1690;793;457
Serviços especializados para construção não especificados anteriormente;511;10901;28031;9786;3179
Comércio a varejo de automóveis, camionetas e utilitários novos;11564;37472;98278;43899;23885
Comércio a varejo de automóveis, camionetas e utilitários usados;1082;4650;15886;7234;2004
Comércio por atacado de automóveis, camionetas e utilitários novos e usados;900;2937;9141;1740;338
Comércio por atacado de caminhões novos e usados;1472;3306;10014;6829;2404
Comércio por atacado de reboques e semi-reboques novos e usados;10;35;194;501;46
Comércio por atacado de ônibus e microônibus novos e usados;25;15;620;57;17
Representantes comerciais e agentes do comércio de veículos automotores;175;938;3209;1055;498
Comércio sob consignação de veículos automotores;179;360;535;282;385
Serviços de manutenção e reparação mecânica de veículos automotores;4965;14273;60200;31250;13186
Serviços de lanternagem ou funilaria e pintura de veículos automotores;411;3036;8789;3715;1877
Serviços de manutenção e reparação elétrica de veículos automotores;146;1379;2161;1841;520
Serviços de alinhamento e balanceamento de veículos automotores;287;546;1904;756;690
Serviços de lavagem, lubrificação e polimento de veículos automotores;1138;4428;12665;5149;2587
Serviços de borracharia para veículos automotores;299;825;2821;1983;992
Serviços de instalação, manutenção e reparação de acessórios para veículos automotores;505;1982;7583;2953;1268
Serviços de capotaria;2;25;32;17;0
Comércio por atacado de peças e acessórios novos para veículos automotores;3761;9548;38999;14409;8500
Comércio por atacado de pneumáticos e câmaras-de-ar;428;1280;3292;1548;541
Comércio a varejo de peças e acessórios novos para veículos automotores;16107;45754;148661;61437;36012
Comércio a varejo de peças e acessórios usados para veículos automotores;435;1494;5123;2660;1180
Comércio a varejo de pneumáticos e câmaras-de-ar;2337;5851;20573;8461;4994
Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores;88;194;462;351;165
Comércio por atacado de motocicletas e motonetas;416;719;657;126;210
Comércio por atacado de peças e acessórios para motocicletas e motonetas;549;1064;1715;807;853
Comércio a varejo de motocicletas e motonetas novas;6060;14678;13464;4370;4139
Comércio a varejo de motocicletas e motonetas usadas;620;1245;982;570;600
Comércio a varejo de peças e acessórios para motocicletas e motonetas (Desativado);2777;8914;10851;4562;3897
Comércio a varejo de peças e acessórios novos para motocicletas e motonetas;0;0;0;0;0
Comércio a varejo de peças e acessórios usados para motocicletas e motonetas;0;0;0;0;0
Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios;21;70;93;21;105
Comércio sob consignação de motocicletas e motonetas;18;52;36;17;13
Manutenção e reparação de motocicletas e motonetas;361;800;1988;995;557
Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos;114;234;1016;2026;317
Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos;117;144;1388;395;192
Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens;202;806;1514;650;299
Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves;116;526;2381;792;354
Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico;259;381;907;323;96
Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem;156;791;1555;945;169
Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo;412;2544;3418;1295;462
Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria;61;166;293;102;82
Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares;53;96;392;36;117
Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações;29;17;684;99;30
Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente;211;925;3367;1451;382
Representantes comerciais e agentes do comércio de mercadorias em geral não especializado;808;5251;7914;3701;652
Comércio atacadista de café em grão;134;142;5789;101;8
Comércio atacadista de soja;400;322;846;7318;2392
Comércio atacadista de animais vivos;605;159;635;587;275
Comércio atacadista de couros, lãs, peles e outros subprodutos não-comestíveis de origem animal;318;251;764;807;622
Comércio atacadista de algodão;3;357;186;2;248
Comércio atacadista de fumo em folha não beneficiado;0;5;2;844;0
Comércio atacadista de cacau;28;451;9;0;0
Comércio atacadista de sementes, flores, plantas e gramas;174;494;4744;2259;837
Comércio atacadista de sisal;0;10;7;1;0
Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada;308;192;714;1489;263
Comércio atacadista de alimentos para animais;613;1600;7377;1951;1119
Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;255;487;3141;14943;3145
Comércio atacadista de leite e laticínios;758;3897;10609;3442;897
Comércio atacadista de cereais e leguminosas beneficiados;766;4759;4911;9096;1749
Comércio atacadista de farinhas, amidos e féculas;252;1107;1700;1017;218
Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada;395;2380;1833;972;409
Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos;1546;7275;38194;10240;4289
Comércio atacadista de aves vivas e ovos;517;957;1134;468;1301
Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação;0;0;0;0;0
Comércio atacadista de carnes bovinas e suínas e derivados;2023;5139;14559;7486;3435
Comércio atacadista de aves abatidas e derivados;560;861;1433;986;440
Comércio atacadista de pescados e frutos do mar;499;1681;4111;1742;310
Comércio atacadista de carnes e derivados de outros animais;21;535;366;117;11
Comércio atacadista de água mineral;459;1130;2914;546;296
Comércio atacadista de cerveja, chope e refrigerante;5816;19606;41401;11495;6733
Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada;107;961;1270;331;1309
Comércio atacadista de bebidas não especificadas anteriormente;995;3281;8127;2342;667
Comércio atacadista de fumo beneficiado;25;938;111;250;64
Comércio atacadista de cigarros, cigarrilhas e charutos;90;976;1849;838;152
Comércio atacadista de café torrado, moído e solúvel;149;614;1417;263;299
Comércio atacadista de açúcar;319;432;515;219;156
Comércio atacadista de óleos e gorduras;21;71;632;94;17
Comércio atacadista de pães, bolos, biscoitos e similares;328;1799;6363;1473;1132
Comércio atacadista de massas alimentícias;1700;1302;1677;1091;255
Comércio atacadista de sorvetes;200;1040;2493;881;690
Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes;737;1018;2805;1552;343
Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente;1683;2950;9934;4197;768
Comércio atacadista de produtos alimentícios em geral;12308;27136;64492;16247;9891
Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada;976;3811;4534;1035;2729
Comércio atacadista de tecidos;37;2796;7266;1452;885
Comércio atacadista de artigos de cama, mesa e banho;266;360;1055;517;146
Comércio atacadista de artigos de armarinho;466;2482;4652;1343;548
Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança;964;5162;17853;8746;2608
Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho;379;370;3564;882;294
Comércio atacadista de calçados;271;1495;3073;634;269
Comércio atacadista de bolsas, malas e artigos de viagem;14;141;1797;299;142
Comércio atacadista de medicamentos e drogas de uso humano;5176;11612;28644;8136;5658
Comércio atacadista de medicamentos e drogas de uso veterinário;167;591;2082;1090;271
Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios;1060;4431;19260;3980;1857
Comércio atacadista de próteses e artigos de ortopedia;51;269;1842;234;116
Comércio atacadista de produtos odontológicos;177;451;2899;1501;406
Comércio atacadista de cosméticos e produtos de perfumaria;1895;5386;27992;4039;1480
Comércio atacadista de produtos de higiene pessoal;368;2150;7168;569;1877
Comércio atacadista de artigos de escritório e de papelaria;491;4231;13926;2251;958
Comércio atacadista de livros, jornais e outras publicações;175;1649;6582;994;315
Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico;340;977;4168;1010;271
Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico;448;1132;5022;1477;595
Comércio atacadista de bicicletas, triciclos e outros veículos recreativos;794;806;876;320;235
Comércio atacadista de móveis e artigos de colchoaria;426;1978;2443;1117;342
Comércio atacadista de artigos de tapeçaria, persianas e cortinas;10;69;1724;482;241
Comércio atacadista de lustres, luminárias e abajures;5;59;1427;996;10
Comércio atacadista de filmes, CDs, DVDs, fitas e discos;21;128;813;134;13
Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar;1319;3531;11789;2713;1303
Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada;239;125;741;513;200
Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas;80;486;5613;802;189
Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente;442;2888;18741;4622;829
Comércio atacadista de equipamentos de informática;254;1135;18407;2661;815
Comércio atacadista de suprimentos para informática;31;261;2082;343;84
Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;123;704;8173;1697;465
Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário, partes e peças;1027;2102;8990;6841;6713
Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção, partes e peças;1540;1586;5690;950;1170
Comércio atacadista de máquinas e equipamentos para uso industrial, partes e peças;444;1922;27300;6759;871
Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar, partes e peças;743;691;7180;1189;249
Comércio atacadista de máquinas e equipamentos para uso comercial, partes e peças;276;814;4785;1932;962
Comércio atacadista de bombas e compressores, partes e peças;57;293;1407;324;271
Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente, partes e peças;983;1583;18543;3459;1966
Comércio atacadista de madeira e produtos derivados;1695;2463;6308;5425;1175
Comércio atacadista de ferragens e ferramentas;942;4568;18113;4939;1548
Comércio atacadista de material elétrico;469;1864;9672;2561;694
Comércio atacadista de cimento;521;1196;2231;271;165
Comércio atacadista de tintas, vernizes e similares;103;242;2733;832;242
Comércio atacadista de mármores e granitos;153;540;3192;831;302
Comércio atacadista de vidros, espelhos e vitrais;213;752;2775;1126;201
Comércio atacadista especializado de materiais de construção não especificados anteriormente;325;894;4513;1345;384
Comércio atacadista de materiais de construção em geral;1939;6316;10857;3384;3349
Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador re;818;4149;7686;2561;1284
Comércio atacadista de combustíveis realizado por transportador retalhista (TRR);221;421;2787;1670;1068
Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante;39;38;752;401;73
Comércio atacadista de combustíveis de origem mineral em bruto;11;72;73;54;20
Comércio atacadista de lubrificantes;454;1446;3101;1302;709
Comércio atacadista de gás liqüefeito de petróleo (GLP);1775;1283;7958;2438;1185
Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;857;2600;8180;8422;4421
Comércio atacadista de resinas e elastômeros;2;80;891;327;11
Comércio atacadista de solventes;0;0;86;35;6
Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente;280;1344;7669;3207;304
Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;9;467;11504;3181;103
Comércio atacadista de papel e papelão em bruto;74;226;1919;445;109
Comércio atacadista de embalagens;342;1225;10089;3286;1306
