"Município";"Abacate";"Abacaxi*";"Açaí";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Alho";"Amendoim (em casca)";"Arroz (em casca)";"Aveia (em grão)";"Azeitona";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Cana-de-açúcar";"Cana para forragem";"Caqui";"Castanha de caju";"Cebola";"Centeio (em grão)";"Cevada (em grão)";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Ervilha (em grão)";"Fava (em grão)";"Feijão (em grão)";"Figo";"Fumo (em folha)";"Girassol (em grão)";"Goiaba";"Guaraná (semente)";"Juta (fibra)";"Laranja";"Limão";"Linho (semente)";"Maçã";"Malva (fibra)";"Mamão";"Mamona (baga)";"Mandioca";"Manga";"Maracujá";"Marmelo";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Rami (fibra)";"Sisal ou agave (fibra)";"Soja (em grão)";"Sorgo (em grão)";"Tangerina";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Campo Maior (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"89";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"290";"-";"-";"-";"-";"-";"-";"-";"-";"-";"499";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"114";"-";"-";"-";"1625";"-";"344";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Canavieira (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"126";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"95";"-";"-";"-";"-";"-";"-";"-";"-";"18";"621";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"169";"-";"-";"-";"-";"-";"882";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Canto do Buriti (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"196";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"950";"-";"-";"-";"-";"78";"-";"-";"-";"23";"3000";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"840";"-";"-";"-";"866";"45543";"4635";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Capitão de Campos (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"1121";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"438";"...";"-";"308";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1308";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"464";"100";"-";"-";"220";"-";"1086";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"396";"-";"-";"-";"-";"-"
"Capitão Gervásio Oliveira (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"271";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"38";"-";"-";"-";"-";"-";"218";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Caracol (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"911";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"133";"-";"-";"-";"68";"-";"593";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Caraúbas do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"677";"-";"-";"52";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"88";"-";"-";"-";"-";"-";"-";"-";"-";"-";"310";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1373";"-";"-";"-";"-";"-";"307";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Caridade do Piauí (PI)";"-";"-";"-";"...";"-";"317";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"685";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"353";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Castelo do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"27";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"2016";"...";"-";"333";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2349";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"125";"-";"-";"-";"260";"-";"1139";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Caxingó (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"2570";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"55";"-";"-";"-";"-";"-";"-";"-";"-";"-";"360";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"630";"-";"-";"-";"168";"-";"268";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cocal (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"153";"-";"-";"120";"-";"-";"-";"...";"-";"-";"-";"-";"...";"55";"...";"-";"3840";"-";"-";"-";"-";"58";"-";"-";"-";"30";"6203";"-";"-";"-";"-";"-";"-";"60";"-";"-";"-";"-";"-";"-";"15785";"105";"-";"-";"-";"-";"2869";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cocal de Telha (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"54";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"148";"-";"-";"-";"-";"-";"-";"-";"-";"-";"96";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"43";"-";"-";"-";"228";"-";"91";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cocal dos Alves (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"3442";"-";"-";"-";"-";"-";"-";"-";"-";"-";"860";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3010";"-";"-";"-";"-";"-";"421";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Coivaras (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"180";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"45";"...";"-";"584";"-";"-";"-";"-";"-";"-";"-";"-";"-";"176";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"99";"151";"-";"-";"306";"-";"173";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Colônia do Gurguéia (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"8";"-";"-";"134";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"64";"-";"-";"-";"-";"-";"-";"-";"-";"21";"246";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"33";"-";"-";"-";"413";"-";"558";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Colônia do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"52";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"35";"-";"-";"-";"-";"-";"-";"-";"-";"-";"512";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"96";"-";"-";"-";"-";"-";"936";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Conceição do Canindé (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"323";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"31";"-";"-";"-";"-";"-";"-";"-";"-";"-";"119";"-";"-";"-";"612";"-";"-";"-";"-";"-";"-";"-";"-";"-";"187";"-";"-";"-";"558";"1080";"180";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4760";"-";"-";"-";"-";"-"
"Coronel José Dias (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"486";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Corrente (PI)";"-";"-";"-";"...";"-";"3938";"-";"-";"95";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"98";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2034";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"563";"-";"-";"-";"-";"-";"2652";"-";"-";"-";"-";"-";"-";"-";"78801";"-";"-";"-";"-";"-";"-";"-";"-"
"Cristalândia do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"405";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"448";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"93";"-";"-";"-";"-";"-";"534";"-";"-";"-";"-";"-";"-";"-";"1376";"-";"-";"-";"-";"-";"-";"-";"-"
"Cristino Castro (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"6";"-";"-";"75";"-";"-";"-";"...";"-";"-";"-";"-";"...";"24";"...";"-";"40";"-";"-";"-";"-";"30";"-";"-";"-";"72";"458";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"140";"-";"-";"-";"-";"-";"378";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Curimatá (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2720";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"264";"-";"-";"-";"-";"-";"1199";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Currais (PI)";"-";"-";"-";"...";"-";"4992";"-";"-";"1015";"-";"-";"112";"-";"-";"-";"...";"-";"-";"-";"-";"...";"214";"...";"-";"24";"-";"-";"-";"-";"23";"-";"-";"-";"8";"4659";"-";"-";"-";"-";"-";"-";"32";"-";"-";"-";"-";"-";"-";"42";"-";"-";"-";"-";"-";"82094";"-";"-";"-";"-";"-";"-";"-";"177998";"-";"-";"-";"-";"-";"-";"-";"-"
"Curralinhos (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"320";"-";"-";"123";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"128";"-";"-";"-";"-";"-";"-";"-";"-";"20";"38";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"122";"34";"-";"-";"-";"-";"180";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Curral Novo do Piauí (PI)";"-";"-";"-";"...";"-";"132";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"538";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"460";"-";"-";"-";"-";"-";"227";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Demerval Lobão (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"245";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"20";"...";"-";"78";"-";"-";"-";"-";"51";"-";"-";"-";"-";"168";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"96";"51";"-";"-";"250";"-";"603";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Dirceu Arcoverde (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"490";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15";"-";"-";"-";"-";"-";"84";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Dom Expedito Lopes (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"1040";"-";"-";"-";"-";"29";"-";"-";"-";"-";"2373";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1103";"25";"-";"-";"225";"-";"599";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"122";"-";"-";"-";"-";"-"
"Domingos Mourão (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"60";"-";"-";"170";"-";"-";"-";"...";"-";"-";"-";"-";"...";"180";"...";"-";"88";"-";"-";"-";"-";"-";"-";"-";"-";"-";"784";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"45";"40";"-";"-";"160";"-";"316";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Dom Inocêncio (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"945";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7";"-";"-";"-";"-";"-";"266";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Elesbão Veloso (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"886";"-";"-";"150";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"240";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"480";"-";"-";"-";"-";"-";"2032";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Eliseu Martins (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"22";"-";"-";"39";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"223";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"18";"-";"-";"-";"-";"-";"1350";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Esperantina (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"819";"-";"-";"165";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"302";"-";"-";"-";"-";"-";"-";"-";"-";"37";"132";"-";"-";"-";"-";"-";"-";"115";"-";"-";"-";"-";"-";"-";"839";"135";"-";"-";"375";"-";"450";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Fartura do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"158";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"25";"-";"-";"-";"-";"-";"46";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Flores do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"50";"-";"-";"60";"-";"-";"-";"...";"-";"-";"-";"-";"...";"40";"...";"-";"55";"-";"-";"-";"-";"-";"-";"-";"-";"26";"894";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"70";"-";"-";"-";"-";"-";"742";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Floresta do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"323";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"20";"-";"-";"-";"-";"-";"266";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Floriano (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"29";"-";"-";"39";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"603";"-";"-";"-";"-";"972";"-";"-";"-";"8";"1616";"-";"-";"-";"-";"-";"-";"14";"-";"-";"-";"-";"-";"-";"342";"108";"-";"-";"168";"-";"1122";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"175";"-";"-";"-";"-";"-"
"Francinópolis (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"1429";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"112";"45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"-";"82";"-";"444";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Francisco Ayres (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"1333";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"10";"342";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"171";"-";"-";"-";"-";"-";"1848";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Francisco Macedo (PI)";"-";"-";"-";"...";"-";"-";"-";"24";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15";"264";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"91";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Francisco Santos (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"427";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1325";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"405";"-";"-";"-";"-";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Fronteiras (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"145";"4224";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"87";"-";"-";"-";"-";"-";"1445";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Geminiano (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"15";"-";"-";"260";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"840";"-";"-";"-";"-";"57";"-";"-";"-";"-";"2326";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"525";"79";"-";"-";"338";"-";"736";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"120";"-";"-";"-";"-";"-"
"Gilbués (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"94";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"37";"2243";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"409";"-";"-";"-";"-";"-";"36309";"-";"-";"-";"-";"-";"-";"-";"120606";"-";"-";"-";"-";"-";"-";"-";"-"
"Guadalupe (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"18";"-";"-";"46259";"-";"-";"-";"...";"-";"-";"-";"-";"...";"11";"...";"-";"4";"-";"-";"-";"-";"101";"-";"-";"-";"-";"189";"-";"-";"-";"811";"-";"-";"-";"-";"-";"-";"-";"-";"-";"135";"130";"224";"-";"-";"-";"978";"-";"-";"-";"-";"-";"-";"-";"972";"-";"-";"-";"-";"-";"-";"-";"-"
"Guaribas (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"6";"...";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"437";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"27";"-";"-";"-";"-";"-";"612";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Hugo Napoleão (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"408";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"77";"-";"-";"-";"-";"-";"-";"-";"-";"40";"379";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"180";"-";"-";"-";"-";"-";"737";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ilha Grande (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"1670";"-";"-";"98";"-";"-";"-";"...";"-";"-";"-";"-";"...";"240";"...";"-";"8";"-";"-";"-";"-";"45";"-";"-";"-";"-";"83";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"122";"91";"-";"-";"-";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Inhuma (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"1";"-";"-";"480";"-";"-";"-";"...";"-";"-";"-";"-";"...";"713";"...";"-";"2024";"-";"-";"-";"-";"84";"-";"-";"-";"96";"1577";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11200";"166";"168";"-";"980";"-";"1476";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1148";"-";"-";"-";"-";"-"
"Ipiranga do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"338";"-";"-";"-";"...";"-";"-";"-";"-";"...";"87";"...";"-";"308";"-";"-";"-";"-";"37";"-";"-";"-";"-";"720";"-";"-";"-";"-";"-";"-";"28";"-";"-";"-";"-";"-";"-";"540";"-";"-";"-";"313";"-";"300";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"300";"-";"-";"-";"-";"-"
"Isaías Coelho (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"510";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"205";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Itainópolis (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"3";"-";"-";"765";"102";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"42";"25";"-";"-";"-";"58";"-";"-";"-";"-";"1235";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"80";"168";"960";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Itaueira (PI)";"-";"-";"-";"...";"-";"-";"-";"45";"1050";"-";"-";"202";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"108";"-";"-";"-";"-";"34";"-";"-";"-";"30";"1150";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"480";"22";"-";"-";"-";"-";"8095";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Jacobina do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"368";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"162";"-";"607";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Jaicós (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"678";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3564";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"117";"-";"-";"-";"-";"-";"1378";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Jardim do Mulato (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"353";"-";"-";"88";"-";"-";"-";"...";"-";"-";"-";"-";"...";"29";"...";"-";"101";"-";"-";"-";"-";"-";"-";"-";"-";"54";"133";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"106";"-";"-";"-";"-";"-";"221";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Jatobá do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"750";"-";"-";"-";"-";"-";"-";"-";"-";"-";"136";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"61";"-";"-";"-";"3630";"-";"218";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Jerumenha (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"111";"-";"-";"-";"-";"220";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"40";"-";"-";"-";"-";"-";"68";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
