"Município";"Abacate";"Abacaxi*";"Açaí";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Alho";"Amendoim (em casca)";"Arroz (em casca)";"Aveia (em grão)";"Azeitona";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Cana-de-açúcar";"Cana para forragem";"Caqui";"Castanha de caju";"Cebola";"Centeio (em grão)";"Cevada (em grão)";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Ervilha (em grão)";"Fava (em grão)";"Feijão (em grão)";"Figo";"Fumo (em folha)";"Girassol (em grão)";"Goiaba";"Guaraná (semente)";"Juta (fibra)";"Laranja";"Limão";"Linho (semente)";"Maçã";"Malva (fibra)";"Mamão";"Mamona (baga)";"Mandioca";"Manga";"Maracujá";"Marmelo";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Rami (fibra)";"Sisal ou agave (fibra)";"Soja (em grão)";"Sorgo (em grão)";"Tangerina";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Piracuruca (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"282";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"630";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1377";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"157";"-";"-";"-";"-";"-";"1818";"-";"-";"-";"-";"-";"-";"-";"2475";"90";"-";"-";"-";"-";"-";"-";"-"
"Piripiri (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"243";"-";"-";"384";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"320";"-";"-";"-";"-";"100";"-";"-";"-";"-";"1527";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"684";"125";"-";"-";"215";"-";"1001";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Porto (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"264";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"108";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"124";"-";"-";"-";"-";"-";"101";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Porto Alegre do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"41";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"18";"127";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"88";"-";"-";"-";"-";"-";"138";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Prata do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"42";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"36";"38";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15";"-";"-";"-";"60";"-";"41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Queimada Nova (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"47";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"882";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"24";"-";"-";"-";"48";"-";"397";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Redenção do Gurguéia (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"30";"-";"-";"70";"-";"-";"-";"...";"-";"-";"-";"-";"...";"261";"...";"-";"40";"-";"-";"-";"-";"-";"-";"-";"-";"24";"1398";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"53";"-";"-";"-";"130";"-";"2073";"-";"-";"-";"-";"-";"-";"-";"4028";"-";"-";"-";"-";"-";"-";"-";"-"
"Regeneração (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"798";"-";"-";"386";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"71";"-";"-";"-";"-";"-";"-";"-";"-";"35";"476";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"378";"-";"-";"-";"-";"-";"8260";"-";"-";"-";"-";"-";"-";"-";"31209";"-";"-";"-";"-";"-";"-";"-";"-"
"Riacho Frio (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"43";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"317";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"84";"-";"-";"-";"-";"-";"307";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ribeira do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"393";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"36";"-";"-";"-";"-";"-";"1027";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ribeiro Gonçalves (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"867";"-";"-";"360";"-";"-";"-";"...";"-";"-";"-";"-";"...";"588";"...";"-";"70";"-";"-";"-";"-";"-";"-";"-";"-";"16";"777";"-";"-";"-";"-";"-";"-";"22";"-";"-";"-";"-";"-";"-";"53";"-";"-";"-";"-";"-";"41112";"-";"-";"-";"-";"-";"-";"-";"335507";"2961";"-";"-";"-";"-";"-";"-";"-"
"Rio Grande do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"43";"-";"-";"45";"-";"-";"-";"...";"-";"-";"-";"-";"...";"29";"...";"-";"234";"-";"-";"-";"-";"-";"-";"-";"-";"32";"947";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"84";"15";"-";"-";"336";"-";"933";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Cruz do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"69";"-";"-";"-";"-";"-";"-";"-";"-";"-";"736";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"122";"-";"-";"-";"-";"-";"1336";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Cruz dos Milagres (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"143";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"33";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"18";"-";"-";"-";"-";"-";"249";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Filomena (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"4804";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"96";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"72";"2145";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"252";"-";"-";"-";"-";"-";"40891";"-";"-";"-";"-";"-";"-";"-";"199324";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Luz (PI)";"-";"-";"-";"...";"-";"-";"-";"5";"-";"-";"-";"540";"-";"-";"-";"...";"-";"-";"-";"-";"...";"40";"...";"-";"32";"-";"-";"-";"-";"-";"-";"-";"-";"50";"857";"-";"-";"-";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"36";"-";"-";"-";"-";"-";"1049";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santana do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"477";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1200";"-";"-";"-";"-";"-";"264";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Rosa do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"53";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"121";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"41";"-";"35";"-";"-";"-";"925";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santo Antônio de Lisboa (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"1609";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2034";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"88";"-";"-";"-";"-";"-";"203";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santo Antônio dos Milagres (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"89";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"17";"-";"-";"-";"-";"-";"123";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santo Inácio do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"357";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"26";"-";"-";"-";"-";"-";"295";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Braz do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"839";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"364";"-";"-";"-";"-";"-";"301";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Félix do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"60";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"9";"113";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"38";"-";"-";"-";"-";"-";"358";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Francisco de Assis do Piauí (PI)";"-";"-";"-";"...";"-";"6";"-";"-";"2";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"136";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"33";"-";"-";"-";"-";"-";"275";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Francisco do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"43";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"398";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"1975";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Gonçalo do Gurguéia (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"22";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"42";"-";"-";"-";"-";"200";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"846";"-";"-";"-";"-";"-";"295";"-";"-";"-";"-";"-";"-";"-";"5362";"-";"-";"-";"-";"-";"-";"-";"-"
"São Gonçalo do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"475";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"220";"-";"-";"-";"-";"-";"-";"-";"-";"54";"155";"-";"-";"-";"60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"200";"-";"-";"-";"240";"-";"1187";"-";"-";"-";"-";"-";"-";"-";"5374";"-";"-";"-";"-";"-";"-";"-";"-"
"São João da Canabrava (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"22";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"30";"...";"-";"108";"-";"-";"-";"-";"-";"-";"-";"-";"-";"817";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"191";"-";"-";"-";"-";"-";"810";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João da Fronteira (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"248";"-";"-";"-";"-";"-";"-";"-";"-";"-";"175";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"28";"-";"-";"-";"-";"-";"188";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João da Serra (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"445";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"238";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"34";"-";"-";"-";"-";"-";"418";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João da Varjota (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"39";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"13";"...";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"535";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"43";"-";"-";"-";"-";"-";"648";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João do Arraial (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"223";"-";"-";"30";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"21";"62";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"168";"-";"-";"-";"-";"-";"106";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"50";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"7";"-";"-";"-";"-";"58";"-";"-";"-";"-";"347";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"51";"-";"-";"-";"-";"-";"591";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"191"
"São José do Divino (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"434";"-";"-";"150";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"208";"-";"-";"-";"-";"-";"-";"-";"-";"-";"258";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"129";"-";"-";"-";"-";"-";"438";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São José do Peixe (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"150";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"227";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"36";"-";"-";"-";"-";"-";"767";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São José do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"1035";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3969";"-";"-";"-";"-";"-";"-";"-";"54";"-";"-";"-";"-";"-";"375";"-";"-";"-";"-";"-";"2696";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Julião (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"554";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"18";"-";"-";"-";"-";"-";"32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Lourenço do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"153";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"113";"-";"-";"-";"-";"-";"61";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Luis do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"79";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"204";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7";"-";"-";"-";"-";"-";"307";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Miguel da Baixa Grande (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"184";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"180";"37";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"90";"-";"-";"-";"-";"-";"256";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Miguel do Fidalgo (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"24";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"12";"-";"-";"-";"-";"23";"-";"-";"-";"-";"200";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"45";"-";"-";"-";"-";"-";"371";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Miguel do Tapuio (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"187";"-";"-";"85";"-";"-";"-";"...";"-";"-";"-";"-";"...";"720";"...";"-";"554";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4739";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"230";"-";"-";"-";"-";"-";"1501";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Pedro do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"240";"-";"-";"460";"-";"-";"-";"...";"-";"-";"-";"-";"...";"30";"...";"-";"64";"-";"-";"-";"-";"-";"-";"-";"-";"264";"306";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"158";"-";"-";"-";"305";"-";"873";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"240";"-";"-";"-";"-";"-"
"São Raimundo Nonato (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"391";"-";"-";"-";"-";"-";"-";"-";"-";"-";"932";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"895";"-";"-";"-";"-";"-";"113";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sebastião Barros (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"27";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"856";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"432";"-";"-";"-";"-";"-";"365";"-";"-";"-";"-";"-";"-";"-";"2524";"-";"-";"-";"-";"-";"-";"-";"-"
"Sebastião Leal (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"840";"-";"-";"71";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1307";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"48";"-";"-";"-";"-";"-";"13781";"-";"-";"-";"-";"-";"-";"-";"107150";"86";"-";"-";"-";"-";"-";"-";"-"
"Sigefredo Pacheco (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"96";"-";"-";"-";"-";"-";"-";"-";"-";"-";"423";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"66";"-";"-";"-";"221";"-";"178";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Simões (PI)";"-";"-";"-";"...";"-";"493";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"725";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3578";"-";"-";"-";"225";"-";"265";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"450";"-";"-";"-";"-";"-"
"Simplício Mendes (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"1";"-";"-";"994";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"145";"-";"-";"-";"-";"-";"1440";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Socorro do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"391";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"84";"-";"-";"-";"-";"-";"905";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sussuapara (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"5";"-";"-";"518";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"8";"-";"-";"-";"-";"180";"-";"-";"-";"-";"172";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"90";"87";"-";"-";"50";"-";"58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"116";"-";"-";"-";"-";"-"
"Tamboril do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"4";"-";"-";"20";"-";"-";"-";"...";"-";"-";"-";"-";"...";"16";"...";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"703";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"36";"-";"-";"-";"-";"-";"594";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tanque do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"106";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"6";"...";"-";"72";"-";"-";"-";"-";"-";"-";"-";"-";"615";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"33";"-";"-";"-";"-";"-";"652";"-";"-";"-";"-";"-";"-";"-";"2120";"-";"-";"-";"-";"-";"-";"-";"-"
"Teresina (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"1256";"-";"-";"768";"-";"-";"-";"...";"-";"-";"-";"-";"...";"21141";"...";"-";"230";"-";"-";"-";"-";"1248";"-";"-";"-";"36";"452";"-";"-";"-";"132";"-";"-";"990";"-";"-";"-";"-";"-";"-";"760";"374";"-";"-";"420";"-";"1560";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"União (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"861";"-";"-";"66";"-";"-";"-";"...";"-";"-";"-";"-";"...";"42183";"...";"-";"107";"-";"-";"-";"-";"31";"-";"-";"-";"14";"492";"-";"-";"-";"-";"-";"-";"210";"-";"-";"-";"-";"-";"-";"195";"192";"-";"-";"976";"-";"1071";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Uruçuí (PI)";"-";"-";"-";"...";"-";"21371";"-";"-";"8082";"-";"-";"70";"-";"-";"-";"...";"-";"-";"-";"-";"...";"86";"...";"-";"160";"-";"-";"-";"-";"-";"-";"-";"-";"74";"4895";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"270";"-";"-";"-";"192";"-";"211130";"-";"-";"-";"-";"-";"-";"-";"584542";"1338";"-";"-";"-";"-";"-";"-";"-"
"Valença do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"144";"-";"-";"2100";"-";"-";"-";"...";"-";"-";"-";"-";"...";"73";"...";"-";"554";"-";"-";"-";"-";"208";"-";"-";"-";"-";"1032";"-";"-";"-";"-";"-";"-";"63";"-";"-";"-";"-";"-";"-";"81";"91";"-";"-";"125";"-";"536";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Várzea Branca (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"554";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"50";"-";"-";"-";"-";"-";"207";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
