Coluna;Região Natural
CNAE 2.0 Subclasse;Norte;Nordeste;Sudeste;Sul;Centro-Oeste
Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente;378;1305;7598;2833;288
Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;29;665;9565;2719;206
Comércio atacadista de papel e papelão em bruto;86;277;1408;659;71
Comércio atacadista de embalagens;449;1486;13018;3504;1292
Comércio atacadista de resíduos de papel e papelão;178;1154;7879;3171;784
Comércio atacadista de resíduos e sucatas não-metálicos, exceto de papel e papelão;114;672;5028;1105;235
Comércio atacadista de resíduos e sucatas metálicos;561;2351;15730;3876;1145
Comércio atacadista de produtos da extração mineral, exceto combustíveis;133;2920;1912;656;80
Comércio atacadista de fios e fibras têxteis beneficiados;6;148;1272;328;18
Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente;800;1643;22430;8245;1098
Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios;6662;21078;36413;14974;7033
Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;508;747;3605;4538;1910
Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;2982;14860;35102;7954;4035
Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados;18495;42411;94746;53168;17634
Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;53909;132851;583074;218222;83169
Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;24983;102654;169644;60653;25488
Lojas de departamentos ou magazines (Desativado);0;0;0;0;0
Lojas de variedades, exceto lojas de departamentos ou magazines;4344;5648;20835;6263;2139
Lojas duty free de aeroportos internacionais (Desativado);0;0;0;0;0
Lojas de departamentos ou magazines, exceto lojas francas (Duty free);6250;29336;58333;15021;5278
Lojas francas (Duty Free) de aeroportos, portos e em fronteiras terrestres;53;119;1825;84;136
Padaria e confeitaria com predominância de produção própria (Desativado);0;0;0;0;0
Padaria e confeitaria com predominância de revenda;8068;26648;150862;35821;18930
Comércio varejista de laticínios e frios;1015;4773;8817;1714;1410
Comércio varejista de doces, balas, bombons e semelhantes;1738;7585;29756;5619;2931
Comércio varejista de carnes - açougues;3181;12042;46647;7750;5672
Peixaria;352;1323;3574;1167;424
Comércio varejista de bebidas;2878;11707;26655;8712;6663
Comércio varejista de hortifrutigranjeiros;1482;10275;43567;7682;4420
Tabacaria;119;372;1791;936;258
Comércio varejista de mercadorias em lojas de conveniência;767;2159;1576;1490;899
Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;8185;21076;72427;23685;13311
Comércio varejista de combustíveis para veículos automotores;26288;66611;153952;72349;34107
Comércio varejista de lubrificantes;890;3739;5702;1460;959
Comércio varejista de tintas e materiais para pintura;1631;4116;18839;8591;3212
Comércio varejista de material elétrico;1973;5682;27140;11534;4828
Comércio varejista de vidros;1686;5102;17351;7338;2863
Comércio varejista de ferragens e ferramentas;7314;13646;50190;20875;9625
Comércio varejista de madeira e artefatos;1330;9315;26643;8694;4185
Comércio varejista de materiais hidráulicos;311;1881;5904;1710;718
Comércio varejista de cal, areia, pedra britada, tijolos e telhas;500;1269;3375;1680;835
Comércio varejista de materiais de construção não especificados anteriormente;3980;19136;83685;27421;13649
Comércio varejista de pedras para revestimento;32;332;509;256;191
Comércio varejista de materiais de construção em geral;20351;63380;107948;46115;23876
Comércio varejista especializado de equipamentos e suprimentos de informática (Desativado);0;0;0;0;0
Comércio varejista especializado de equipamentos e suprimentos de informática;3588;13209;44102;15276;7241
Recarga de cartuchos para equipamentos de informática;49;261;522;333;71
Comércio varejista especializado de equipamentos de telefonia e comunicação;3374;11273;40512;13105;8465
Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;11079;28359;94075;32601;17874
Comércio varejista de móveis;10859;49285;71970;43705;14765
Comércio varejista de artigos de colchoaria;822;3269;8618;2049;1266
Comércio varejista de artigos de iluminação;123;790;4334;1277;428
Comércio varejista de tecidos;3636;9513;14344;4383;3515
Comercio varejista de artigos de armarinho;5375;17495;20745;6380;2584
Comercio varejista de artigos de cama, mesa e banho;1483;7330;14619;4279;2394
Comércio varejista especializado de instrumentos musicais e acessórios;377;823;2762;858;557
Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação;1617;4292;14677;6021;2487
Comércio varejista de artigos de tapeçaria, cortinas e persianas;446;1318;7067;2618;1427
Comércio varejista de outros artigos de uso doméstico não especificados anteriormente;2106;8906;34305;16008;5393
Comércio varejista de livros;1419;5512;20683;5600;2029
Comércio varejista de jornais e revistas;82;463;2637;1361;371
Comércio varejista de artigos de papelaria;3849;9900;35392;11594;5937
Comércio varejista de discos, CDs, DVDs e fitas;121;371;1513;535;147
Comércio varejista de brinquedos e artigos recreativos;1145;4852;14530;5716;2296
Comércio varejista de artigos esportivos;1272;4759;21227;5509;2318
Comércio varejista de bicicletas e triciclos, peças e acessórios;1079;3540;6253;2012;1263
Comércio varejista de artigos de caça, pesca e camping;572;573;2299;1044;649
Comércio varejista de embarcações e outros veículos recreativos, peças e acessórios;386;168;1126;499;189
Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;20782;81703;195256;69508;33620
Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas;1828;5968;35061;10249;4382
Comércio varejista de produtos farmacêuticos homeopáticos;264;903;1577;693;559
Comércio varejista de medicamentos veterinários;3483;5022;10453;5873;6396
Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;5710;22701;61717;14960;8277
Comércio varejista de artigos médicos e ortopédicos;795;3465;9961;3865;1941
Comércio varejista de artigos de óptica;4481;19536;34044;9912;5727
Comércio varejista de artigos do vestuário e acessórios;38803;111221;343460;129182;54386
Comércio varejista de calçados;9076;39473;86100;31271;14329
Comércio varejista de artigos de viagem;597;3640;8100;1761;1158
Comércio varejista de artigos de joalheria;1259;4218;16538;7524;2254
Comércio varejista de artigos de relojoaria;362;1231;2604;1468;336
Comércio varejista de gás liqüefeito de petróleo (GLP);3454;15137;21374;6906;4916
Comércio varejista de antigüidades;6;56;308;74;40
Comércio varejista de outros artigos usados;117;600;2741;909;430
Comércio varejista de suvenires, bijuterias e artesanatos;2530;11500;29221;9463;4048
Comércio varejista de plantas e flores naturais;627;3033;14957;6240;2570
Comércio varejista de objetos de arte;34;236;1336;287;101
Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação;1989;7596;36968;11049;5235
Comércio varejista de produtos saneantes domissanitários;579;3315;10803;3304;1758
Comércio varejista de fogos de artifício e artigos pirotécnicos;26;106;208;70;35
Comércio varejista de equipamentos para escritório;448;1364;3824;1856;892
Comércio varejista de artigos fotográficos e para filmagem;399;1488;5465;2537;545
Comércio varejista de armas e munições;64;241;266;191;64
Comércio varejista de outros produtos não especificados anteriormente;6521;24065;109923;34625;13079
Transporte ferroviário de carga;9;7374;19893;4428;1403
Transporte ferroviário de passageiros intermunicipal e interestadual;451;73;33;5;34
Transporte ferroviário de passageiros municipal e em região metropolitana;1;2618;15907;7;0
Transporte metroviário;0;2057;12714;1194;1297
Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal;21772;57201;186537;48482;16125
Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana;742;22172;79293;14616;8603
Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana;1112;7814;31849;12827;5309
Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual;4040;9653;30359;5533;6995
Transporte rodoviário coletivo de passageiros, com itinerário fixo, internacional;0;35;227;95;5
Serviço de táxi;219;571;1506;213;241
Serviço de transporte de passageiros - locação de automóveis com motorista;1596;8659;5071;1151;2227
Transporte escolar;1427;2493;10952;3949;1532
Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal;1979;2578;8915;4053;2123
Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional;920;4385;27858;7039;1680
Organização de excursões em veículos rodoviários próprios, municipal;8;78;156;34;11
Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional;66;190;641;800;523
Outros transportes rodoviários de passageiros não especificados anteriormente;18;87;625;275;19
Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal;5273;14260;64990;22267;12691
Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;25186;72389;351936;198882;59869
Transporte rodoviário de produtos perigosos;2234;11413;38690;12268;7214
Transporte rodoviário de mudanças;227;812;3055;904;692
Transporte dutoviário;218;790;2052;347;76
Trens turísticos, teleféricos e similares;0;1;129;156;0
Transporte marítimo de cabotagem - Carga;406;182;6486;96;1
Transporte marítimo de cabotagem - passageiros;0;198;121;0;4
Transporte marítimo de longo curso - Carga;112;8;604;64;1
Transporte marítimo de longo curso - Passageiros;10;13;0;0;2
Transporte por navegação interior de carga, municipal, exceto travessia;233;28;86;122;38
Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia;6881;63;821;757;320
Transporte por navegação interior de passageiros em linhas regulares, municipal, exceto travessia;344;111;100;378;18
Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia;989;95;28;769;18
Navegação de apoio marítimo;159;412;11366;127;0
Navegação de apoio portuário;402;1541;2330;502;0
Serviços de rebocadores e empurradores;0;1;0;0;0
Transporte por navegação de travessia, municipal;659;174;127;175;4
Transporte por navegação de travessia, intermunicipal;753;963;1050;97;41
Transporte aquaviário para passeios turísticos;50;403;142;409;78
Outros transportes aquaviários não especificados anteriormente;95;60;47;29;7
Transporte aéreo de passageiros regular;1748;5061;38767;4086;4387
Serviço de táxi aéreo e locação de aeronaves com tripulação;448;320;3622;534;322
Outros serviços de transporte aéreo de passageiros não-regular;85;75;491;23;13
Transporte aéreo de carga;77;210;1094;399;73
Transporte espacial;0;0;4;0;0
Armazéns gerais - emissão de warrant;1041;3175;31012;10952;5553
Guarda-móveis;9;296;1589;189;73
Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis;1211;3825;14296;5379;1867
Carga e descarga;2287;8902;23051;10432;3911
Concessionárias de rodovias, pontes, túneis e serviços relacionados;0;1373;19050;3965;2703
Terminais rodoviários e ferroviários;233;1908;3067;990;269
Estacionamento de veículos;1377;6540;50330;9813;3027
Serviços de apoio ao transporte por táxi, inclusive centrais de chamada;33;361;509;171;115
Serviços de reboque de veículos;312;1809;7457;2736;891
Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente;233;1086;8606;1339;390
Administração da infra-estrutura portuária;109;1512;2678;771;25
Operações de terminais;2552;3708;19034;7488;194
Gestão de terminais aquaviários;0;0;0;0;0
Atividades de agenciamento marítimo;224;523;4930;1995;16
Atividades auxiliares dos transportes aquaviários não especificadas anteriormente(Desativado);0;0;0;0;0
Serviços de praticagem;206;114;174;61;0
Atividades auxiliares dos transportes aquaviários não especificadas anteriormente;106;523;1240;221;0
Operação dos aeroportos e campos de aterrissagem;982;1939;5905;1163;4750
Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem;3422;3219;18258;2425;3105
Comissaria de despachos;270;131;4195;1602;8
Atividades de despachantes aduaneiros;195;272;3577;1662;42
Agenciamento de cargas, exceto para o transporte marítimo;304;464;6887;1337;402
Organização logística do transporte de carga;1974;5114;21746;5882;687
Operador de transporte multimodal - OTM;1448;780;3194;793;24
Atividades do Correio Nacional;5935;19289;53294;16925;11285
Atividades de franqueadas e permissionárias do Correio Nacional;69;764;7591;2053;608
Serviços de malote não realizados pelo Correio Nacional;362;2238;8986;2339;1017
Serviços de entrega rápida;1484;6066;13429;4004;2608
Hotéis;10337;73698;114917;48115;24597
Apart-hotéis;197;1231;1878;1213;480
Motéis;3540;9482;18999;5864;4027
Albergues, exceto assistenciais;19;271;442;209;51
Campings;2;18;380;179;70
Pensões (alojamento);366;1127;2189;979;267
Outros alojamentos não especificados anteriormente;194;3214;6120;1867;757
Restaurantes e similares;27582;134425;425075;141583;72339
Bares e outros estabelecimentos especializados em servir bebidas (Desativado);0;0;0;0;0
Lanchonetes, casas de chá, de sucos e similares;13360;62145;287609;68981;35346
Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento;394;2275;8907;2936;1311
Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento;280;980;3337;1196;610
Serviços ambulantes de alimentação;243;1162;4775;1068;501
Fornecimento de alimentos preparados preponderantemente para empresas;9293;26494;125387;30209;10681
Serviços de alimentação para eventos e recepções - bufê;1007;4735;15902;2675;3254
Cantinas - serviços de alimentação privativos;798;1949;15942;2593;694
Fornecimento de alimentos preparados preponderantemente para consumo domiciliar;935;4657;19374;5524;2511
Edição de livros;67;729;10111;2184;420
Edição de jornais (Desativado);0;0;0;0;0
Edição de jornais diarios;321;498;3116;2126;205
Edição de jornais nao diarios;0;69;312;122;34
Edição de revistas;19;100;2208;962;110
Edição de cadastros, listas e outros produtos gráficos;99;279;1488;744;249
Edição integrada à impressão de livros;80;710;5935;1703;591
Edição integrada à impressão de jornais (Desativado);0;0;0;0;0
Edição integrada à impressão de jornais diarios;738;2182;5859;3875;757
Edição integrada à impressão de jornais nao diarios;34;3;119;130;33
Edição integrada à impressão de revistas;58;31;1605;209;25
Edição integrada à impressão de cadastros, listas e outros produtos gráficos;207;1789;8830;2850;669
Estúdios cinematográficos;41;125;488;38;72
Produção de filmes para publicidade;180;439;982;391;248
Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;97;420;4855;547;283
Serviços de dublagem;0;2;106;0;0
Serviços de mixagem sonora em produção audiovisual;0;17;176;16;5
Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;37;63;850;116;30
Distribuição cinematográfica, de vídeo e de programas de televisão;13;39;622;36;6
Atividades de exibição cinematográfica;751;2247;8378;2001;1249
Atividades de gravação de som e de edição de música;36;243;998;371;197
Atividades de rádio;2274;5866;11310;10341;5256
Atividades de televisão aberta;3521;6446;28784;5245;3989
Programadoras;3;150;2340;194;43
Atividades relacionadas à televisão por assinatura, exceto programadoras;0;110;396;34;2
Serviços de telefonia fixa comutada - STFC;1021;6047;28970;11558;2731
Serviços de redes de transporte de telecomunicações - SRTT;2;13;192;74;208
Serviços de comunicação multimídia - SCM;2122;9208;15447;8953;4151
Serviços de telecomunicações por fio não especificados anteriormente;1;254;348;102;18
Telefonia móvel celular;1670;3249;25450;4863;3313
Serviço móvel especializado - SME;0;37;217;2;27
Serviços de telecomunicações sem fio não especificados anteriormente;22;97;528;283;55
Telecomunicações por satélite;290;39;1063;111;334
Operadoras de televisão por assinatura por cabo;119;1417;1521;222;23
Operadoras de televisão por assinatura por microondas;0;0;12;0;0
Operadoras de televisão por assinatura por satélite;0;42;234;140;2
Provedores de acesso às redes de comunicações;2362;9799;16939;5496;2271
Provedores de voz sobre protocolo internet - VOIP;4;78;264;137;24
Outras atividades de telecomunicações não especificadas anteriormente;759;2209;15709;1977;1522
Desenvolvimento de programas de computador sob encomenda (Desativado);0;0;0;0;0
Desenvolvimento de programas de computador sob encomenda;479;6913;67349;14154;8918
web design;0;62;183;88;8
Desenvolvimento e licenciamento de programas de computador customizáveis;275;4239;27081;15762;3397
Desenvolvimento e licenciamento de programas de computador não-customizáveis;258;2917;25795;14859;3781
Consultoria em tecnologia da informação;640;6991;54537;7498;7776
Suporte técnico, manutenção e outros serviços em tecnologia da informação;2381;8488;56869;16709;11375
Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet;2825;6284;33286;9964;4451
Portais, provedores de conteúdo e outros serviços de informação na internet;375;1889;15488;4354;1401
Agências de notícias;40;151;717;160;243
Outras atividades de prestação de serviços de informação não especificadas anteriormente;483;1381;6228;1455;804
Banco Central;62;360;1421;299;1614
Bancos comerciais;2735;149;1184;406;97
Bancos múltiplos, com carteira comercial;12134;44739;216049;51629;34341
Caixas econômicas;3571;14139;37485;14161;14944
Bancos cooperativos;0;0;15;377;561
Cooperativas centrais de crédito;164;403;794;1501;294
Cooperativas de crédito mútuo;2361;2405;19731;25640;7645
Cooperativas de crédito rural;595;417;1813;4802;784
Bancos múltiplos, sem carteira comercial;32;149;3619;944;157
Bancos de investimento;0;0;603;10;1
Bancos de desenvolvimento;0;38;3022;459;29
Agências de fomento;322;277;343;393;209
Sociedades de crédito imobiliário;0;2;38;83;2
Associações de poupança e empréstimo;47;47;124;61;1079
Companhias hipotecárias;0;44;19;26;0
Sociedades de crédito, financiamento e investimento - financeiras;62;349;5027;1419;295
Sociedades de crédito ao microempreendedor;19;358;200;32;13
Bancos de Câmbio;0;0;149;0;0
Outras Instituições de Intermediação Não-Monetária não especificadas anteriormente;0;2;1;0;5
Arrendamento mercantil;0;0;295;0;1
Sociedades de capitalização;8;36;983;104;47
Holdings de instituições financeiras;0;1;121;233;28
Holdings de instituições não-financeiras;1045;3959;25077;4812;2422
Outras sociedades de participação, exceto holdings;164;2653;4110;467;672
Fundos de investimento, exceto previdenciários e imobiliários;0;0;4;0;0
Fundos de investimento previdenciários;0;47;0;0;3
Fundos de investimento imobiliários;0;0;0;0;0
Sociedades de fomento mercantil - factoring;177;609;3125;697;428
Securitização de créditos;2;111;499;490;149
Administração de consórcios para aquisição de bens e direitos;70;971;7222;2215;897
Clubes de investimento;0;3;3;4;0
Sociedades de investimento;0;1;25;32;9
Fundo garantidor de crédito;0;0;5;7;15
Caixas de financiamento de corporações;0;0;1;0;0
Concessão de crédito pelas OSCIP;53;322;6;584;1
Outras atividades de serviços financeiros não especificadas anteriormente;48;625;1921;174;143
Seguros de vida;56;544;8141;1701;213
Planos de auxílio-funeral;5;806;1001;845;106
Seguros não-vida;211;1020;28940;2437;1345
Seguros-saúde;29;164;5618;117;65
Resseguros;0;0;783;6;0
Previdência complementar fechada;70;746;4237;913;1679
Previdência complementar aberta;23;73;1713;498;112
Planos de saúde;2979;12580;59417;15935;7270
Bolsa de valores;0;1;8;0;0
Bolsa de mercadorias;0;4;1;2;3
Bolsa de mercadorias e futuros;0;0;1723;21;0
Administração de mercados de balcão organizados;0;0;1;1;0
Corretoras de títulos e valores mobiliários;2;8;4679;95;3
Distribuidoras de títulos e valores mobiliários;5;11;3155;158;55
Corretoras de câmbio;63;246;2193;374;67
Corretoras de contratos de mercadorias;2;8;123;66;44
Agentes de investimentos em aplicações financeiras;5;18;269;46;10
Administração de cartões de crédito;5;1650;7432;917;1093
Serviços de liquidação e custódia;0;2;4;11;0
Correspondentes de instituições financeiras;285;1923;5708;806;450
Representações de bancos estrangeiros;1;0;114;0;3
Caixas eletrônicos;0;2;0;0;0
Operadoras de cartões de débito;7;7;36;0;0
Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente;203;1686;7487;2370;406
Peritos e avaliadores de seguros;31;182;1588;279;123
Auditoria e consultoria atuarial;4;82;194;56;211
Corretores e agentes de seguros, de planos de previdência complementar e de saúde;1158;5647;35992;8687;5791
Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente;63;422;3829;535;199
Atividades de administração de fundos por contrato ou comissão;70;96;3607;251;61
Compra e venda de imóveis próprios;944;3820;9318;2781;2136
Aluguel de imóveis próprios;622;4447;13736;4375;1518
Loteamento de imóveis próprios;25;560;216;123;129
Corretagem na compra e venda e avaliação de imóveis;696;2925;13400;5385;2179
Corretagem no aluguel de imóveis;270;2379;16336;5830;1421
Gestão e administração da propriedade imobiliária;1682;12346;28414;8488;4106
Serviços advocatícios;2570;11117;49217;19443;6926
Atividades auxiliares da justiça;632;80;329;293;36
Agente de propriedade industrial;14;80;1114;146;10
Cartórios;3895;11771;35391;18228;8135
Atividades de contabilidade;10430;35422;145212;56857;24988
Atividades de consultoria e auditoria contábil e tributária;289;1500;10952;2282;864
Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;3509;10728;72735;11312;4586
Serviços de arquitetura;353;974;4430;1151;463
Serviços de engenharia;7883;31994;100955;23825;9736
Serviços de cartografia, topografia e geodésia;422;970;3571;1235;1154
Atividades de estudos geológicos;266;1086;1597;182;75
Serviços de desenho técnico relacionados à arquitetura e engenharia;135;477;2528;872;239
Serviços de perícia técnica relacionados à segurança do trabalho;176;435;2233;677;172
Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente;1586;1517;9628;500;1061
Testes e análises técnicas;954;2316;18984;3676;1222
Pesquisa e desenvolvimento experimental em ciências físicas e naturais;3387;3994;20024;5511;4610
Pesquisa e desenvolvimento experimental em ciências sociais e humanas;1021;1442;2192;408;71
Agências de publicidade;782;3495;17955;4106;2033
Agenciamento de espaços para publicidade, exceto em veículos de comunicação;124;914;3004;1229;663
Criação de estandes para feiras e exposições;11;44;191;166;2
Promoção de vendas;560;6463;24036;6257;4252
Marketing direto;605;1263;5202;1655;722
Consultoria em publicidade;72;236;2340;236;57
Outras atividades de publicidade não especificadas anteriormente;135;821;10175;603;276
Pesquisas de mercado e de opinião pública;92;538;6618;357;220
Design;0;0;0;0;0
Decoração de interiores;46;439;1235;222;184
Design de produtos;0;2;58;37;24
Atividades de Design não Especificadas Anteriormente;0;30;165;53;14
Atividades de produção de fotografias, exceto aérea e submarina;283;877;3581;1795;553
Atividades de produção de fotografias aéreas e submarinas;4;81;173;69;22
Laboratórios fotográficos;139;370;1683;788;174
Filmagem de festas e eventos;46;233;761;440;81
Serviços de microfilmagem;1;62;1988;48;5
Serviços de tradução, interpretação e similares;31;84;679;85;34
Escafandria e mergulho;41;439;1948;178;8
Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias;790;3661;3934;1521;1709
Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários;879;12028;30406;4583;1446
Agenciamento de profissionais para atividades esportivas, culturais e artísticas;1;92;410;167;27
Outras atividades profissionais, científicas e técnicas não especificadas anteriormente;798;1613;10816;3726;1793
Atividades veterinárias;569;1573;8577;2590;1346
Locação de automóveis sem condutor;3566;12432;22570;5178;3038
Locação de embarcações sem tripulação, exceto para fins recreativos;46;59;324;13;38
Locação de aeronaves sem tripulação;1;1;15;2;5
Locação de outros meios de transporte não especificados anteriormente, sem condutor;438;995;3824;412;450
Aluguel de equipamentos recreativos e esportivos;221;633;1745;437;171
Aluguel de fitas de vídeo, DVDs e similares;47;106;450;305;59
Aluguel de objetos do vestuário, jóias e acessórios;334;2572;6418;3228;1272
Aluguel de aparelhos de jogos eletrônicos;24;177;434;134;42
Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal, instrumentos musicais;107;1336;4380;862;663
Aluguel de material médico;3;32;207;8;114
Aluguel de outros objetos pessoais e domésticos não especificados anteriormente;1;176;936;193;137
Aluguel de máquinas e equipamentos agrícolas sem operador;176;1825;2329;306;650
Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes;1881;8089;20770;3698;2871
Aluguel de andaimes;131;879;2671;837;325
Aluguel de máquinas e equipamentos para escritório;455;1797;7440;1569;552
Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador;1;66;125;18;207
Aluguel de equipamentos científicos, médicos e hospitalares, sem operador;63;433;1933;156;213
Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes;206;1751;5020;1315;722
Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador;1832;5018;23399;5073;1800
Gestão de ativos intangíveis não-financeiros;77;402;6069;2463;556
Seleção e agenciamento de mão-de-obra;2934;29373;47188;7352;9232
Locação de mão-de-obra temporária;16355;58761;158143;28754;3385
Fornecimento e gestão de recursos humanos para terceiros;6127;60304;60539;28777;14921
Agências de viagens;1984;9364;32418;10492;4625
Operadores turísticos;81;642;2257;402;217
Serviços de reservas e outros serviços de turismo não especificados anteriormente;180;1171;2236;735;627
Atividades de vigilância e segurança privada;31020;106141;248887;76945;51961
Serviços de adestramento de cães de guarda;13;58;127;45;10
Atividades de transporte de valores;3573;8507;24834;6795;4361
Atividades de monitoramento de sistemas de segurança (Desativado);0;0;0;0;0
Atividades de monitoramento de sistemas de segurança eletronico;2425;7019;20671;9922;1685
Outras atividades de serviços de segurança;10;533;570;261;76
Atividades de investigação particular;0;16;78;11;1
Serviços combinados para apoio a edifícios, exceto condomínios prediais;5553;17769;156331;32586;15189
Condomínios prediais;15110;114304;340007;68098;35575
Limpeza em prédios e em domicílios;42966;75140;370345;101948;53433
Imunização e controle de pragas urbanas;905;2690;13345;2379;1232
Atividades de limpeza não especificadas anteriormente;3378;10551;63618;17424;6237
Atividades paisagísticas;615;3079;17275;3601;1420
Serviços combinados de escritório e apoio administrativo;13924;34235;246740;53805;46172
Fotocópias;783;2360;7835;2238;1261
Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente;1412;8820;43315;13270;11073
Atividades de teleatendimento;3950;106979;285021;33550;22333
Serviços de organização de feiras, congressos, exposições e festas;977;7802;22635;6121;3371
Casas de festas e eventos;161;1518;3748;1002;555
Atividades de cobrança e informações cadastrais;1729;13834;54090;16236;6083
Envasamento e empacotamento sob contrato;295;1150;8130;1841;568
Medição de consumo de energia elétrica, gás e água;983;3930;6263;3265;1142
Emissão de vales-alimentação, vales-transporte e similares;61;292;5812;900;89
Serviços de gravação de carimbos, exceto confecção;16;65;76;31;18
Leiloeiros independentes;32;36;1127;275;262
Serviços de levantamento de fundos sob contrato;1;0;22;8;6
Casas lotéricas;2507;10940;22167;7878;4513
Salas de acesso à internet;70;435;498;327;125
Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;5946;36907;149061;36936;18192
Administração pública em geral;873503;2372377;2972911;1054656;734427
Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais;6449;16577;14559;4647;12043
Regulação das atividades econômicas;2656;1759;6668;516;10341
Relações exteriores;0;0;10;4;3515
Defesa;15509;19496;90237;9480;175084
Justiça;21674;58582;114528;35352;41480
Segurança e ordem pública;36248;71770;134949;88241;62862
Defesa Civil;716;849;13111;159;2708
Seguridade social obrigatória;6398;13643;17324;6437;4464
Educação infantil - creche;2423;9169;87498;22108;9798
Educação infantil - pré-escola;9722;48100;101756;24966;15541
Ensino fundamental;14116;95285;197707;47509;32357
Ensino médio;7113;38621;75241;28811;12792
Educação superior - graduação;29715;63308;129403;54615;29890
Educação superior - graduação e pós-graduação;14467;77070;189150;79230;25456
Educação superior - pós-graduação e extensão;1072;3321;22234;6941;5484
Educação profissional de nível técnico;8526;13949;26080;8560;3432
Educação profissional de nível tecnológico;1371;14484;6293;6575;5012
Administração de caixas escolares;1660;27;4818;245;8
Atividades de apoio à educação, exceto caixas escolares;4884;3952;19982;3593;1377
Ensino de esportes;237;988;5596;1379;589
Ensino de dança;78;414;1326;432;193
Ensino de artes cênicas, exceto dança;5;12;48;53;6
Ensino de música;236;157;3343;381;193
Ensino de arte e cultura não especificado anteriormente;30;288;1276;294;240
Ensino de idiomas;2540;7364;38130;10681;4264
Formação de condutores;2639;9378;33850;14089;5117
Cursos de pilotagem;18;178;595;282;55
Treinamento em informática;409;1671;6749;1752;883
Treinamento em desenvolvimento profissional e gerencial;2454;6138;25868;9422;3990
Cursos preparatórios para concursos;895;2171;9069;2217;1470
Outras atividades de ensino não especificadas anteriormente;12466;25489;66818;20152;11425
Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências;34133;144111;521976;178551;57887
Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências;11934;68266;138369;31577;22571
UTI móvel;76;657;4006;453;116
Serviços móveis de atendimento a urgências, exceto por UTI móvel;7;154;3568;1178;4
Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências;53;128;1537;272;188
Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos;2281;7975;23122;5194;2352
