"Município";"Abacate";"Abacaxi*";"Açaí";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Alho";"Amendoim (em casca)";"Arroz (em casca)";"Aveia (em grão)";"Azeitona";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Cana-de-açúcar";"Cana para forragem";"Caqui";"Castanha de caju";"Cebola";"Centeio (em grão)";"Cevada (em grão)";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Ervilha (em grão)";"Fava (em grão)";"Feijão (em grão)";"Figo";"Fumo (em folha)";"Girassol (em grão)";"Goiaba";"Guaraná (semente)";"Juta (fibra)";"Laranja";"Limão";"Linho (semente)";"Maçã";"Malva (fibra)";"Mamão";"Mamona (baga)";"Mandioca";"Manga";"Maracujá";"Marmelo";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Rami (fibra)";"Sisal ou agave (fibra)";"Soja (em grão)";"Sorgo (em grão)";"Tangerina";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Parnaíba (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"384";"-";"-";"12895";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"129";"-";"-";"-";"-";"845";"-";"-";"-";"-";"412";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"56";"-";"828";"35";"-";"-";"4978";"-";"151";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Passagem Franca do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"402";"-";"-";"34";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"33";"-";"-";"-";"-";"-";"-";"-";"-";"9";"84";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"37";"-";"-";"-";"1900";"-";"191";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Patos do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"175";"54";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"39";"-";"-";"-";"-";"-";"-";"-";"-";"-";"225";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"115";"176";"-";"-";"32";"-";"284";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pau D'Arco do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"140";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"130";"-";"-";"-";"-";"-";"-";"-";"-";"9";"228";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"41";"-";"-";"-";"1425";"-";"250";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paulistana (PI)";"-";"-";"-";"...";"-";"12";"-";"-";"-";"-";"-";"150";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"35";"-";"-";"-";"-";"372";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"302";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pavussu (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"63";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"63";"...";"-";"40";"-";"-";"-";"-";"-";"-";"-";"-";"24";"1323";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"105";"-";"-";"-";"-";"-";"1485";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pedro II (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"57";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"69";"...";"-";"140";"-";"-";"-";"-";"-";"-";"-";"-";"86";"1595";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"373";"-";"-";"-";"194";"-";"1389";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pedro Laurentino (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"50";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"18";"-";"-";"-";"-";"-";"311";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nova Santa Rita (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"266";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"19";"-";"-";"-";"-";"-";"693";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Picos (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"26";"-";"-";"2047";"40";"-";"-";"...";"-";"-";"-";"-";"...";"288";"...";"-";"783";"-";"-";"-";"-";"760";"-";"-";"-";"-";"1056";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"357";"-";"520";"605";"-";"-";"567";"-";"882";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"500";"-";"-";"-";"-";"-"
"Pimenteiras (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"192";"-";"-";"193";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"441";"-";"-";"-";"-";"46";"-";"-";"-";"28";"1132";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"69";"-";"-";"-";"392";"-";"946";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pio IX (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"24765";"-";"-";"-";"-";"-";"-";"-";"-";"12";"13511";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"648";"-";"-";"-";"-";"-";"4425";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Piracuruca (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"1106";"-";"-";"765";"-";"-";"-";"...";"-";"-";"-";"-";"...";"69";"...";"-";"1183";"-";"-";"-";"-";"-";"-";"-";"-";"-";"970";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"523";"-";"-";"-";"-";"-";"3660";"-";"-";"-";"-";"-";"-";"-";"11821";"-";"-";"-";"-";"-";"-";"-";"-"
"Piripiri (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"570";"-";"-";"248";"-";"-";"-";"...";"-";"-";"-";"-";"...";"79";"...";"-";"364";"-";"-";"-";"-";"-";"-";"-";"-";"28";"1431";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"573";"144";"-";"-";"544";"-";"1310";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Porto (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"1178";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"101";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"182";"-";"-";"-";"-";"-";"250";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Porto Alegre do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"44";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"16";"96";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"112";"-";"-";"-";"-";"-";"8348";"-";"-";"-";"-";"-";"-";"-";"17401";"-";"-";"-";"-";"-";"-";"-";"-"
"Prata do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"24";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"18";"67";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"104";"-";"-";"-";"110";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Queimada Nova (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"365";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"46";"-";"-";"-";"-";"-";"182";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Redenção do Gurguéia (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"20";"-";"-";"90";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"482";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"220";"-";"-";"-";"640";"-";"7717";"-";"-";"-";"-";"-";"-";"-";"14628";"-";"-";"-";"-";"-";"-";"-";"-"
"Regeneração (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"1073";"-";"-";"368";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"93";"-";"-";"-";"-";"-";"-";"-";"-";"17";"356";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"416";"-";"-";"-";"-";"-";"11175";"-";"-";"-";"-";"-";"-";"-";"164515";"-";"-";"-";"-";"-";"-";"-";"-"
"Riacho Frio (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"48";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"302";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"105";"-";"-";"-";"-";"-";"218";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ribeira do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"17";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"263";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"36";"-";"-";"-";"-";"-";"308";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ribeiro Gonçalves (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"1028";"-";"-";"378";"-";"-";"-";"...";"-";"-";"-";"-";"...";"593";"...";"-";"133";"-";"-";"-";"-";"-";"-";"-";"-";"18";"11268";"-";"-";"-";"-";"-";"-";"45";"-";"-";"-";"-";"-";"-";"360";"-";"-";"-";"-";"-";"293350";"-";"-";"-";"-";"-";"-";"-";"865564";"6581";"-";"-";"-";"-";"-";"-";"-"
"Rio Grande do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"15";"-";"-";"139";"-";"-";"-";"...";"-";"-";"-";"-";"...";"67";"...";"-";"141";"-";"-";"-";"-";"-";"-";"-";"-";"43";"451";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"76";"-";"-";"-";"600";"-";"750";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Cruz do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"62";"...";"-";"73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"410";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"22";"-";"-";"-";"-";"-";"357";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Cruz dos Milagres (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"133";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"28";"-";"-";"-";"-";"-";"510";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Filomena (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"2600";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"132";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"45";"2461";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"168";"-";"-";"-";"-";"-";"247974";"-";"-";"-";"-";"-";"-";"-";"778849";"4476";"-";"-";"-";"-";"-";"-";"-"
"Santa Luz (PI)";"-";"-";"-";"...";"-";"-";"-";"14";"51";"-";"-";"1350";"-";"-";"-";"...";"-";"-";"-";"-";"...";"54";"...";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"76";"1185";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"180";"-";"-";"-";"-";"-";"1540";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santana do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1580";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5610";"-";"-";"-";"-";"-";"550";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Rosa do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"113";"-";"-";"113";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"53";"429";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"80";"-";"-";"-";"-";"-";"1582";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santo Antônio de Lisboa (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"42";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"4799";"38";"-";"-";"-";"-";"-";"-";"-";"-";"196";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"162";"-";"-";"-";"-";"-";"196";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santo Antônio dos Milagres (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"84";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"9";"35";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"21";"-";"-";"-";"-";"-";"115";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santo Inácio do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"244";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"48";"-";"-";"-";"-";"-";"547";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Braz do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"35";"-";"-";"-";"-";"-";"-";"-";"-";"-";"287";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2549";"-";"-";"-";"-";"-";"1062";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Félix do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"56";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"32";"-";"-";"-";"-";"-";"-";"-";"-";"10";"27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"34";"-";"-";"-";"-";"-";"142";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Francisco de Assis do Piauí (PI)";"-";"-";"-";"...";"-";"6";"-";"-";"1";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"405";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"48";"-";"-";"-";"-";"-";"315";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Francisco do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"616";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"79";"-";"-";"-";"-";"-";"737";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Gonçalo do Gurguéia (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"22";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"50";"-";"-";"-";"-";"959";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"134";"-";"-";"-";"-";"-";"435";"-";"-";"-";"-";"-";"-";"-";"7290";"-";"-";"-";"-";"-";"-";"-";"-"
"São Gonçalo do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"268";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"172";"-";"-";"-";"-";"-";"-";"-";"-";"9";"252";"-";"-";"-";"48";"-";"-";"-";"-";"-";"-";"-";"-";"-";"130";"-";"-";"-";"450";"-";"4261";"-";"-";"-";"-";"-";"-";"-";"23400";"-";"-";"-";"-";"-";"-";"-";"-"
"São João da Canabrava (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"24";"...";"-";"189";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1399";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"875";"-";"-";"-";"-";"-";"918";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João da Fronteira (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"110";"...";"-";"101";"-";"-";"-";"-";"-";"-";"-";"-";"-";"420";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"142";"-";"-";"-";"-";"-";"562";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João da Serra (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"250";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"254";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"14";"-";"-";"-";"-";"-";"330";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João da Varjota (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"70";"-";"-";"-";"-";"-";"-";"-";"-";"-";"72";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"210";"-";"-";"-";"-";"-";"336";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João do Arraial (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"264";"-";"-";"54";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"33";"-";"-";"-";"-";"-";"-";"-";"-";"18";"188";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"189";"-";"-";"-";"-";"-";"209";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"477";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"3";"-";"-";"-";"-";"198";"-";"-";"-";"-";"338";"-";"-";"-";"120";"-";"-";"-";"-";"-";"-";"-";"-";"-";"245";"-";"-";"-";"-";"35";"323";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"91"
"São José do Divino (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"366";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"512";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"98";"-";"-";"-";"-";"-";"661";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São José do Peixe (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"39";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"167";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"35";"-";"-";"-";"-";"-";"1330";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São José do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"204";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3150";"-";"-";"-";"-";"-";"-";"-";"72";"-";"-";"-";"-";"-";"4200";"-";"-";"-";"-";"-";"1478";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Julião (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"68";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1268";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"158";"-";"-";"-";"-";"-";"317";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Lourenço do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"532";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"262";"-";"-";"-";"-";"-";"86";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Luis do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"139";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"41";"-";"-";"-";"-";"-";"216";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Miguel da Baixa Grande (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"181";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"100";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"176";"-";"-";"-";"-";"-";"3598";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Miguel do Fidalgo (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"150";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"54";"-";"-";"-";"-";"-";"705";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Miguel do Tapuio (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"96";"-";"-";"235";"-";"-";"-";"...";"-";"-";"-";"-";"...";"828";"...";"-";"101";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1575";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"249";"-";"-";"-";"-";"-";"946";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Pedro do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"1058";"-";"-";"107";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"132";"-";"-";"-";"-";"-";"-";"-";"-";"68";"186";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"29";"-";"-";"-";"270";"-";"1473";"-";"-";"-";"-";"-";"-";"-";"1404";"-";"-";"90";"-";"-";"-";"-";"-"
"São Raimundo Nonato (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"106";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1148";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2342";"-";"-";"-";"-";"-";"384";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sebastião Barros (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"66";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"797";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"228";"-";"-";"-";"-";"-";"1161";"-";"-";"-";"-";"-";"-";"-";"7752";"-";"-";"-";"-";"-";"-";"-";"-"
