"Município";"Abacate";"Abacaxi*";"Açaí";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Alho";"Amendoim (em casca)";"Arroz (em casca)";"Aveia (em grão)";"Azeitona";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Cana-de-açúcar";"Cana para forragem";"Caqui";"Castanha de caju";"Cebola";"Centeio (em grão)";"Cevada (em grão)";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Ervilha (em grão)";"Fava (em grão)";"Feijão (em grão)";"Figo";"Fumo (em folha)";"Girassol (em grão)";"Goiaba";"Guaraná (semente)";"Juta (fibra)";"Laranja";"Limão";"Linho (semente)";"Maçã";"Malva (fibra)";"Mamão";"Mamona (baga)";"Mandioca";"Manga";"Maracujá";"Marmelo";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Rami (fibra)";"Sisal ou agave (fibra)";"Soja (em grão)";"Sorgo (em grão)";"Tangerina";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Campo Maior (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"416";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"62";"-";"-";"-";"-";"-";"-";"-";"-";"-";"440";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"925";"-";"-";"-";"2250";"-";"1491";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Canavieira (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"202";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"73";"-";"-";"-";"-";"-";"-";"-";"-";"20";"779";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"258";"-";"-";"-";"-";"-";"1201";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Canto do Buriti (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"4298";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"291";"-";"-";"-";"-";"53";"-";"-";"-";"-";"2387";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"930";"-";"-";"-";"1597";"36115";"3861";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Capitão de Campos (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"658";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"16";"...";"-";"226";"-";"-";"-";"-";"-";"-";"-";"-";"-";"900";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"563";"-";"-";"-";"213";"-";"1176";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Capitão Gervásio Oliveira (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"203";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"75";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Caracol (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1870";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1080";"-";"-";"-";"-";"-";"2865";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Caraúbas do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"318";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"485";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"222";"-";"-";"-";"-";"-";"433";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Caridade do Piauí (PI)";"-";"-";"-";"...";"-";"57";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"586";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"463";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2087";"-";"-";"-";"-";"-"
"Castelo do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"120";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"1365";"...";"-";"48";"-";"-";"-";"-";"-";"-";"-";"-";"-";"248";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"485";"-";"-";"-";"535";"-";"1197";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Caxingó (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"959";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"167";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"563";"-";"-";"-";"87";"-";"156";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cocal (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"879";"-";"-";"176";"-";"-";"-";"...";"-";"-";"-";"-";"...";"101";"...";"-";"2490";"-";"-";"-";"-";"78";"-";"-";"-";"27";"7498";"-";"-";"-";"-";"-";"-";"99";"-";"-";"-";"-";"-";"-";"34505";"300";"-";"-";"-";"-";"7030";"-";"-";"-";"-";"-";"-";"-";"5372";"-";"-";"-";"-";"-";"-";"-";"-"
"Cocal de Telha (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"2185";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"50";"-";"-";"-";"-";"-";"-";"-";"-";"-";"32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"72";"-";"-";"-";"380";"-";"549";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cocal dos Alves (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"2588";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1927";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5640";"-";"-";"-";"-";"-";"1450";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Coivaras (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"360";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"42";"...";"-";"313";"-";"-";"-";"-";"-";"-";"-";"-";"-";"328";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"150";"319";"-";"-";"387";"-";"449";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Colônia do Gurguéia (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"12";"-";"-";"54";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"55";"-";"-";"-";"-";"-";"-";"-";"-";"30";"42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"36";"-";"-";"-";"176";"-";"587";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Colônia do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"22";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"46";"...";"-";"44";"-";"-";"-";"-";"-";"-";"-";"-";"-";"391";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"229";"-";"-";"-";"320";"-";"564";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Conceição do Canindé (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"113";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"48";"-";"-";"-";"-";"995";"-";"-";"-";"308";"-";"-";"-";"-";"-";"-";"-";"-";"-";"180";"864";"75";"-";"1358";"1200";"1793";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11999";"-";"-";"-";"-";"180"
"Coronel José Dias (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"85";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"153";"-";"-";"-";"-";"-";"41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Corrente (PI)";"-";"-";"-";"...";"-";"25686";"-";"-";"212";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"140";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"936";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1080";"-";"-";"-";"-";"-";"16378";"-";"-";"-";"-";"-";"-";"-";"139486";"-";"-";"-";"-";"-";"-";"-";"-"
"Cristalândia do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"673";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"113";"-";"-";"-";"-";"-";"501";"-";"-";"-";"-";"-";"-";"-";"5897";"-";"-";"-";"-";"-";"-";"-";"-"
"Cristino Castro (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"15";"-";"-";"150";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"180";"975";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"270";"-";"-";"-";"-";"-";"732";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Curimatá (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"638";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"74";"-";"-";"-";"-";"-";"900";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Currais (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"6451";"-";"-";"75";"-";"-";"-";"...";"-";"-";"-";"-";"...";"324";"...";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3241";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"450";"-";"-";"-";"-";"-";"220133";"-";"-";"-";"-";"-";"-";"-";"468884";"1706";"-";"-";"-";"-";"-";"-";"-"
"Curralinhos (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"226";"-";"-";"112";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"18";"85";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"166";"-";"-";"-";"-";"-";"201";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Curral Novo do Piauí (PI)";"-";"-";"-";"...";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"135";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6365";"-";"-";"-";"-";"-";"180";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Demerval Lobão (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"115";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"17";"...";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"217";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"134";"-";"-";"-";"575";"-";"374";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Dirceu Arcoverde (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"290";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"138";"-";"-";"-";"-";"-";"66";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Dom Expedito Lopes (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"888";"-";"-";"-";"-";"-";"-";"-";"-";"-";"603";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1920";"19";"-";"-";"79";"-";"648";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"180";"-";"-";"-";"-";"-"
"Domingos Mourão (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"50";"...";"-";"144";"-";"-";"-";"-";"-";"-";"-";"-";"-";"322";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"47";"-";"-";"-";"907";"-";"578";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Dom Inocêncio (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"310";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"90";"-";"-";"-";"-";"-";"403";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Elesbão Veloso (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"398";"-";"-";"83";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"9";"250";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"940";"-";"-";"-";"110";"-";"1170";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Eliseu Martins (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"548";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"36";"-";"-";"-";"-";"-";"3699";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Esperantina (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"2261";"-";"-";"633";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"99";"-";"-";"-";"-";"-";"-";"-";"-";"48";"437";"-";"-";"-";"-";"-";"-";"228";"-";"-";"-";"-";"-";"-";"1140";"235";"-";"-";"431";"-";"1596";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Fartura do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"130";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"367";"-";"-";"-";"-";"-";"76";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Flores do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"36";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"44";"-";"-";"-";"-";"-";"-";"-";"-";"10";"336";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"116";"-";"-";"-";"-";"-";"875";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Floresta do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"270";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"66";"-";"-";"-";"-";"-";"346";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Floriano (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"14";"-";"-";"85";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"578";"-";"-";"-";"-";"-";"-";"-";"-";"9";"1410";"-";"-";"-";"-";"-";"-";"31";"-";"-";"-";"-";"-";"-";"172";"-";"-";"-";"120";"-";"2099";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"189";"-";"-";"-";"-";"-"
"Francinópolis (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"628";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"180";"41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"68";"-";"-";"-";"92";"-";"342";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Francisco Ayres (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"2837";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"10";"266";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"120";"-";"-";"-";"-";"-";"2604";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Francisco Macedo (PI)";"-";"-";"-";"...";"-";"22";"-";"45";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"75";"358";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"542";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Francisco Santos (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"1747";"-";"-";"-";"-";"-";"-";"-";"-";"-";"752";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1860";"-";"-";"-";"-";"-";"63";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Fronteiras (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"128";"932";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"320";"-";"-";"-";"-";"-";"5899";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Geminiano (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"9";"-";"-";"421";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"898";"-";"-";"-";"-";"44";"-";"-";"-";"-";"1370";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1447";"-";"-";"-";"230";"-";"3007";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"306";"-";"-";"-";"-";"-"
"Gilbués (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"2268";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"29";"5409";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"369";"-";"-";"-";"-";"-";"142753";"-";"-";"-";"-";"-";"-";"-";"291451";"8350";"-";"-";"-";"-";"-";"-";"-"
"Guadalupe (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"39";"-";"-";"46466";"-";"-";"-";"...";"-";"-";"-";"-";"...";"185";"...";"-";"6";"-";"-";"-";"-";"98";"-";"-";"-";"-";"235";"-";"-";"-";"340";"-";"-";"-";"-";"-";"-";"-";"1200";"-";"288";"14";"-";"-";"-";"-";"113";"-";"-";"-";"-";"-";"-";"-";"3454";"-";"-";"-";"-";"-";"-";"-";"-"
"Guaribas (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"8";"...";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1188";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"459";"-";"-";"-";"-";"-";"1195";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Hugo Napoleão (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"393";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"66";"-";"-";"-";"-";"-";"-";"-";"-";"9";"41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"68";"-";"-";"-";"-";"-";"939";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ilha Grande (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"1788";"-";"-";"136";"-";"-";"-";"...";"-";"-";"-";"-";"...";"411";"...";"-";"6";"-";"-";"-";"-";"59";"-";"-";"-";"-";"106";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"116";"228";"-";"-";"-";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Inhuma (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"7";"-";"-";"339";"-";"-";"-";"...";"-";"-";"-";"-";"...";"1326";"...";"-";"1793";"-";"-";"-";"-";"120";"-";"-";"-";"50";"790";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9800";"80";"324";"-";"315";"-";"1310";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1766";"-";"-";"-";"-";"-"
"Ipiranga do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"46";"-";"-";"-";"...";"-";"-";"-";"-";"...";"70";"...";"-";"444";"-";"-";"-";"-";"20";"-";"-";"-";"8";"193";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"525";"-";"-";"-";"750";"-";"365";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"400";"-";"-";"-";"-";"-"
"Isaías Coelho (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"432";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"77";"-";"-";"-";"-";"-";"1799";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Itainópolis (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"1170";"65";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"74";"-";"-";"-";"-";"72";"-";"-";"-";"-";"702";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"140";"-";"-";"-";"192";"113";"1638";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Itaueira (PI)";"-";"-";"-";"...";"-";"-";"-";"90";"676";"-";"-";"187";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"114";"-";"-";"-";"-";"-";"-";"-";"-";"20";"1095";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"336";"-";"-";"-";"-";"-";"19647";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Jacobina do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"609";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"13";"-";"604";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"385";"-";"-";"-";"-";"-"
"Jaicós (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"1242";"-";"-";"-";"-";"-";"-";"-";"-";"-";"385";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2200";"-";"-";"-";"-";"-";"309";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Jardim do Mulato (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"958";"-";"-";"154";"-";"-";"-";"...";"-";"-";"-";"-";"...";"40";"...";"-";"60";"-";"-";"-";"-";"-";"-";"-";"-";"54";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"123";"-";"-";"-";"-";"-";"572";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Jatobá do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"105";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"149";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"217";"-";"-";"-";"7603";"-";"1571";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Jerumenha (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"50";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"207";"-";"-";"-";"-";"364";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"139";"-";"-";"-";"-";"-";"403";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
